"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__edited","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__reply_to_message_id","messages__text__type","messages__text__text","messages__photo","messages__forwarded_from","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__sticker_emoji"
"","","","","","","","","","","","","","","","","","","mention","@parkun_by_bot","","","","","","","","","","","","","",""
"","","","","","","","",".\nОбсудить нарушения и как с этим жить можно в чате ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@antiparkun","","","","","","","","","","","","","",""
"","","","13264","message","2020-09-11T10:43:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","bold","ЭТО НАШ ДВОР, НАШ РАЙОН И НАШ ГОРОД!","","","","","","","","","","","","","",""
"","","","","","","","","\nМингорисполком отменил массовые празднования дня города, потому что испугались завтра увидеть снова десятки тысяч минчан под БЧБ. Но это - их проблемы 😉\n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","План на завтра для дворовых чатов: ","","","","","","","","","","","","","",""
"","","","","","","","","\n1. С утра - собственный субботник/благоустройство двора/района. Вы сами лучше знаете что и как стоит сделать там, где живёте. \n2. Днём - детский фестиваль. Вы сами лучше знаете что и как сделать 😉\n3. Вечером - фестиваль двора/района. Зовите музыкантов, угощайте соседей вкусностями, приносите разные безалкогольные напитки. Вы сами лучше знаете что и как сделать!\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","\nДЕЦЕНТРАЛИЗАЦИЯ И САМООРГАНИЦАЗИЯ","","","","","","","","","","","","","",""
"","","","","","","",""," - когда кукловодов - сотни тысяч(общее количество участников в чатах - более полумиллиона). И Оливки и лошкипетушки, и силовики-слабовики просто не будут знать куда ехать.\nОбсуждайте в своих чатах, договаривайтесь друг с другом, ходите в гости к соседям.  Не забывайте про нашу национальную символику, чтобы пропагандисты не подумали присвоить себе ваш праздник. \n\nКарта и список чатов на ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","dze.chat","","","","","","","","","","","","","",""
"","","","","","","","",", бот для сообщения про ошибке на карте/списке - ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@dzechat_bot","","","","","","","","","","","","","",""
"","","","","","","","","\nЖыве!","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13265","message","2020-09-11T10:43:43","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","И да, дайте максимальный репост в локальные чаты ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","сообщения","","","https://t.me/motolkohelp/13264","","","","","","","","","","",""
"","","","","","","",""," выше 😉","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13266","message","2020-09-11T11:54:25","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Ой, тут оливки решили пробежками заняться. ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","Выглядит","","","https://t.me/tutby_official/14434","","","","","","","","","","",""
"","","","","","","",""," очень смешно.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13267","message","2020-09-11T11:57:48","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","text_link","Респект!","","","https://www.instagram.com/p/CFADi-nFPok/","","","","","","","","","","",""
"","","","","","","","","\nКак написали в тви: «таких больше, чем нам кажется. И это хорошо»","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13268","message","2020-09-11T12:08:31","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Какие же сволочи.  \n\n«Грушевка, Мужчина гулял с собакой, спросил, по какому указу срезают ленты, его забрали, собаку ищут соседи» \n\n«На грушевке потерянная собака не лабрадор. Скорее всего дворняга, белая, раза в 2 меньше лабрадора. Информация из первых рук, я один из тех, кто её ищет, она убегает постоянно.»\n","2020-09-11T12:28:26","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","720","1280","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13269","message","2020-09-11T12:14:19","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Быстро бандита ","","","","","","","","","13228","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","опознали","","","https://t.me/BlackBookBelarus/1501","","","","","","","","","","",""
"","","","","","","","",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13270","message","2020-09-11T12:25:14","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«Девочка нарисовала мелками.\n\nСейчас стоят разбираются, кто мама и так далее, мамы обступили бобик ментов, они им ничего внятного ответить не могут.»\n","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13271","message","2020-09-11T12:25:14","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1276","956","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13272","message","2020-09-11T12:39:08","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«Добрый день! Может будет полезна инфа: платформа ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","petsitters.by","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","готовы предложить помощь животным задержанных. Передержки и т д. ","","","","","","","","","","","","","",""
"","","","","","","","","В чат не получилось отправить линк, поэтому пишу Вам в личку. Надеюсь, малыш найдётся и вернётся домой вместе с хозяином 😭»\n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","https://www.instagram.com/p/CD3Q-qFHgTV/","","","https://instagram.com/petsitters.by?igshid=1nqpsa3pm5znm","","","","","","","","","","",""
"","","","13273","message","2020-09-11T12:51:11","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1000","750","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13274","message","2020-09-11T12:51:11","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1000","750","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13275","message","2020-09-11T12:51:11","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Самый охраняемая будка в Минске. «Подъехал автобус привезли подкрепление.» ","","","","","","","1000","750","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13276","message","2020-09-11T13:17:26","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Один из дворов в Малиновке поздравляет президента Беларуси Светлану Тихановскую с днём рождения! \n\n","2020-09-11T13:17:35","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","1280","720","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13277","message","2020-09-11T13:56:29","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","И ещё одно поздравление Тихановской ) \n\nФото/видео с ваших дворовых встреч присылайте в чат ","2020-09-11T13:56:34","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","8","1280","720","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@minsk_new","","","","","","","","","","","","","",""
"","","","13278","message","2020-09-11T14:45:53","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","А неплохо придумали (последнее фото, текст)\n","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13279","message","2020-09-11T14:45:53","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13280","message","2020-09-11T14:45:53","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13282","message","2020-09-11T14:59:52","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","И еще несколько поздравлений для президента Беларуси )\n","","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13283","message","2020-09-11T14:59:52","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13284","message","2020-09-11T14:59:52","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","640","352","","","","","","","","","","","","","","","","",""
"","","","13285","message","2020-09-11T14:59:52","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","1920","1080","","","","","","","","","","","","","","","","",""
"","","","13286","message","2020-09-11T15:07:53","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Когда ты пришёл на чужой праздник и тебе не рады.\nНовая Боровая\n\nДополнен: «Справа - Пручковский Виталий Олегович, начальник УВД Минрайсполкома.»","2020-09-11T15:23:06","","","","","","1023","663","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13287","message","2020-09-11T15:20:22","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","text_link","​​","","NEXTA Live","https://telegra.ph/file/9f175fc8238c3febbfd5f.jpg","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","СРЫВАЕМ БАЛАКЛАВЫ С ЧЕРНОРУБАШЕЧНИКОВ!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","Лошкипетушки снова трусливо нападают на мирных людей. И сегодня мы расскажем, что же ими движет!\n\nКроме специальной обильной подкормки от своего трёхпроцентного хозяина, их ещё кое-что мотивирует ходить на задних лапках перед узурпатором.\n\nВсе понимают, что именно трёхпроцентный отдал приказ на убийства, пытки и аресты после выборов. Но главным ответственным за исполнение кровавых приказов стал старый проверенный мясник Виктор Шейман.\n\nИменно Шейман, а также Караев с подчинёнными стали главными исполнителями плана узурпатора насчёт зверских расправ. \n\nСамое мерзкое, насколько цинично работал Шейман, чтобы замазать кровью белорусов максимальное количество приспешников Лукашенко. Люди Шеймана собирали записи с РУВД и сами снимали происходящее на видео в Окрестина, чтобы иметь прямой компромат на садистов.\n\nЭти записи заставляют дрожать многих карателей. Они понимают, что в любой момент Шейман может всех слить.\n\nКроме этого любопытный факт. Зверства бандитов довели до того, что в ночь с 10 на 11 августа к Вакульчику пришли отставные генералы КГБ и убеждали прекратить насилие. Мы не знаем, что точно ответил или предпринял Вакульчик, но недавно он лишился поста председателя КГБ.\n\nНо пора о самом вкусном. На днях кибер-партизаны (настоящие герои) передали нам базу с десятками тысяч личных данных особей из структур оккупантов. Если в ближайшие дни они не остепенятся, то на следующей неделе у лошковпетушков начнётся новая жизнь в лучах народного внимания.\n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","ВАЖНО","","","","","","","","","","","","","",""
"","","","","","","","",": если вы работали в МВД и уволились в период августа-сентября, просьба срочно скинуть в бот ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@militsiya_s_narodom_bot","","","","","","","","","","","","","",""
"","","","","","","",""," фото справки о прохождении службы, чтобы мы вас исключили из базы.\n\nА остальным даём неделю на пробуждение совести и заявления своей позиции. Мы знаем, что там ещё остались честные люди, которые не хотят исполнять преступные приказы. \n\nПора переходить на сторону народа. Иначе ваша жизнь уже никогда не будет прежней!","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13288","message","2020-09-11T15:34:47","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Крёстный ход на Золотой Горке сегодня.\n\nФото и видео присылайте в чат ","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","58","720","1280","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@minsk_new","","","","","","","","","","","","","",""
"","","","13289","message","2020-09-11T15:39:16","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Смотрите какая крутота в ","2020-09-11T16:07:30","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","16","640","360","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","чате","","","https://t.me/suh97pro/43984","","","","","","","","","","",""
"","","","","","","",""," Сухарево.\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13290","message","2020-09-11T15:42:42","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","🖇🖇🖇Подготовили для вас ","","","","","","","","","","","","","Стены наше СМИ","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","гайд","","","https://telegra.ph/Kak-bystro-nanesti-mural-na-stenu-09-11","","","","","","","","","","",""
"","","","","","","",""," по тому, как изготовить мурал на стену(от макета до поклейки).","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13291","message","2020-09-11T16:26:43","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Смотрите, бомбануло! \n\nнеУважаемые пропагандоны! Спасибо за вашу феерическую тупость, как, впрочем, и всей лукашенковской власти в целом. Лучшей рекламый для ","","","","","","","892","592","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","dze.chat","","","","","","","","","","","","","",""
"","","","","","","",""," придумать нельзя было!","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13292","message","2020-09-11T16:47:32","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Во-первых - это красиво!\n","","","","","","","960","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","dze.chat","","","","","","","","","","","","","",""
"","","","13293","message","2020-09-11T17:30:37","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Ну что ж, на этом и закончим наш день. Оливки, бегите искать где же эта будка )\n\n ","2020-09-11T17:30:41","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13294","message","2020-09-12T02:00:56","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Начнём утро с хороших новостей. \n\n«Апдейт по вчерашнему ","2020-09-12T02:01:38","","","","","","606","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","задержанию","","","https://t.me/motolkohelp/13268","","","","","","","","","","",""
"","","","","","","",""," на Грушевке. Хозяина ночью отпустили, собака ждала его у дома. Собаки — топ!» \n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13302","message","2020-09-12T02:57:23","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Беларусы вынаходзяць новыя формы пратэсту. Арыгінальныя плакаты з'явіліся на дрэвах у парку Гродна: \n- ""Стаім за свабоду!""\n- ""Садзіце дрэвы, а не людзей""\n- ""Колькі б нас не знішчалі, нашы карані ўсё роўна прарастуць""\n- ""Замалюеш мяне, як мурал на Чарвякова?""\n\nФотаздымкі даслалі чытачы ","","","","","","","1200","801","","","","(File not included. Change data exporting settings to download.)","Наша Нiва","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","",""
"","","","13303","message","2020-09-12T02:57:23","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1200","801","","","","(File not included. Change data exporting settings to download.)","Наша Нiва","","","","","","","","","","","",""
"","","","13304","message","2020-09-12T02:57:23","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1200","801","","","","(File not included. Change data exporting settings to download.)","Наша Нiва","","","","","","","","","","","",""
"","","","13305","message","2020-09-12T02:57:23","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1200","801","","","","(File not included. Change data exporting settings to download.)","Наша Нiва","","","","","","","","","","","",""
"","","","13306","message","2020-09-12T02:57:23","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1200","801","","","","(File not included. Change data exporting settings to download.)","Наша Нiва","","","","","","","","","","","",""
"","","","13307","message","2020-09-12T02:57:23","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1200","801","","","","(File not included. Change data exporting settings to download.)","Наша Нiва","","","","","","","","","","","",""
"","","","13308","message","2020-09-12T02:57:23","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1200","801","","","","(File not included. Change data exporting settings to download.)","Наша Нiва","","","","","","","","","","","",""
"","","","13310","message","2020-09-12T03:30:39","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Есть у кого подробная информация о пропагандисте Александре Бенько? \nИнтересует период апрель 2020 - сентябрь 2020. \nПрисылать на ","","","","","","","758","1280","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp_bot","","","","","","","","","","","","","",""
"","","","","","","",""," (можно анонимно).","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13311","message","2020-09-12T04:11:39","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","","","","bold","Обращение коллектива ГУО «Гимназия №16 г. Минска»","","","","","","","","","","","","","",""
"","","","","","","","","\n\nУважаемые неравнодушные граждане!\nВ социальных сетях сейчас активно распространяется информация о том, что в нашей гимназии по распоряжению директора","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold"," Киселёвой Е.А","","","","","","","","","","","","","",""
"","","","","","","","",". дискриминируются учащиеся, носящие определённую символику.\n\nМы хотим опровергнуть эту информацию: никаких распоряжений на этот счёт администрация гимназии никогда не давала. Также невозможно представить, чтобы учащихся гимназии ограничивали в их праве на получение образования, не выдавая им учебники. Официально заявляем, что информация о таких случаях в гимназии №16 г. Минска является ЛОЖНОЙ.\n\n…..\n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Если вам известно о случаях притеснения учащихся гимназии за их гражданскую позицию, просим сообщить об этом.","","","","","","","","","","","","","",""
"","","","","","","","","\n\n…..\n\nОднако мы просим всех в эти нелёгкие времена осторожно обращаться с информацией и проверять её, прежде чем нажимать кнопку «репост». ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","bold","Если в сообщении не указан точный источник («знакомый сказал»), недостаточно деталей, яркая эмоциональная окраска, «несостыковки»","","","","","","","","","","","","","",""
"","","","","","","",""," – задумайтесь, возможно, перед вами фейк!\n\n","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","Обращение","","","http://gymn16.minsk.edu.by/main.aspx?guid=104403&fbclid=IwAR2RtkT2XaXRtHXrCV_RJgiO_Q9yjD889_J1hMT7cmn_JrR8eeCCUNZ2l0o","","","","","","","","","","",""
"","","","","","","",""," на сайте гимназии.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13312","message","2020-09-12T04:14:29","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Фотографии с ваших ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","субботников","","","https://t.me/motolkohelp/13264","","","","","","","","","","",""
"","","","","","","",""," присылайте в чат ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@minsk_new","","","","","","","","","","","","","",""
"","","","13313","message","2020-09-12T04:29:00","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","У Гомелі вось так упрыгожылі спартовую пляцоўку. У пасланні работнікам, якія прыйдуць зразаць стужкі, людзі пішуць: \n\n""Паважаныя работнікі! Мы вельмі цэнім вашу працу. На жаль, зараз да вашых абавязкаў дадалося зразанне стужак. На жаль, але стужкі, кветкі і паветраныя шарыкі — гэта адзіныя нашы сродкі супраць дубінак і куль. Мы супраць гвалту, мы не хочам майдану, наша мэта — свабодная Беларусь і справядлівыя выбары. Закон адзін для ўсіх і ўсе роўныя перад законам. Злачынствы супраць беларускага народа павінны быць расследаваныя, вінаватыя павінны быць пакараныя"".\n\nФота даслалі чытачы ","","","","","","","1200","801","","","","(File not included. Change data exporting settings to download.)","Наша Нiва","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","",""
"","","","13314","message","2020-09-12T04:29:00","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1141","761","","","","(File not included. Change data exporting settings to download.)","Наша Нiва","","","","","","","","","","","",""
"","","","13315","message","2020-09-12T04:38:15","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Мемориал Тарайковского, ст.м.Пушкинская, сегодня.\n\n","","","","","","","842","669","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13316","message","2020-09-12T04:45:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Вы таки не поверите. Они приехали и закрашивают даже такое )))\nP.S. респект местным жителям, которые ночью не спали ;)","2020-09-12T04:57:34","","","","","","1280","622","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13317","message","2020-09-12T04:45:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","956","1276","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13318","message","2020-09-12T04:45:01","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","4","1080","1920","","","","","","","","","","","","","","","","",""
"","","","13319","message","2020-09-12T05:11:07","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Поправочка. Это ","","","","","","","","","13316","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","text_link","чудо","","","https://t.me/motolkohelp/13316","","","","","","","","","","",""
"","","","","","","",""," появилось сегодня ночью. Вот оно как!","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13320","message","2020-09-12T05:24:09","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«⚡️Белорусы! Друзья! Соседи!⚡️\nСегодня!  Суббота.  Уручье 1 приглашает вас на open air к себе. Мы зовём все Уручья и Новую Боровую ну и всех кто пройдёт мимо конечно. \nПриходите семьями. Берите мангалы, гитары, мячи, чай, печеньки, всё что посчитаете нужным. А можете ничего не брать 🙃 Мы сделали-таки маленькую инсталляцию. Надеемся всё так же круто будет как при свете фонариков 😄\n\nВремя сбора 17:00 и хоть до поздней ночи ✊\nМесто сбора -  Дракон \ Змей Горыныч 🐲\n\n⚡️Мы очень будем рады вам всем!!⚡️»\n\nЧаты дворов и районов на ","2020-09-12T05:25:01","","","","","","1280","854","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","link","dze.chat","","","","","","","","","","","","","",""
"","","","13321","message","2020-09-12T05:38:32","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Спасибо большое!","","","","","","","1125","700","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13325","message","2020-09-12T05:55:59","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1100","708","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13326","message","2020-09-12T05:55:59","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Что в MSQ сегодня? «В аэропорту какое-то движение: 2 буса с парнями заехали через ворота у дипсектора на территорию, третий стоит у входа в дипсектор»","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13327","message","2020-09-12T06:40:12","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","С праздником, Минск!","","","","","","","1280","853","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13328","message","2020-09-12T06:42:06","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","«Сегодня в Минском метро, 13:30. Распечатки висят по всему вагону.» где взять макет для печати? ","","","","","","","956","1276","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@protest_by","","","","","","","","","","","","","",""
"","","","13329","message","2020-09-12T06:48:09","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Кто-то вчера нажрался в отеле Виктория СПА? Если есть подробности - напишите в бота. \n\n«В Виктории битые стекла и разброссанные   предметы интерьера. Постояльцы бритоголовые что то не поделили» \n\n","2020-09-12T06:48:22","","","","","","1280","720","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13330","message","2020-09-12T07:02:15","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Буду благодарен за информацию из MSQ.\n\nСейчас(в районе 15 часов) полетит маленький Bombardier CRJ и остаётся там в Сочи. А в понедельник 14го полетит первый борт(уже с бывшим президентом) в районе 9.00. \n\nВажно узнать кто сегодня вылетает из Минска. Присылать в ","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp_bot","","","","","","","","","","","","","",""
"","","","13331","message","2020-09-12T07:13:31","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","Минчане, какие вы крутые! \n\n«Посмотри какие на моей улице молодцы)) в районе бабушек и алкоголиков так организовались»\n\n","","","","","","","1276","956","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","",""
"","","","13332","message","2020-09-12T07:13:31","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","750","1000","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13333","message","2020-09-12T07:13:31","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1000","750","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13334","message","2020-09-12T07:13:31","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","13335","message","2020-09-12T07:13:31","#МотолькоПомоги этому городишко от 3% избавиться","9702507543","","","","","","","","1280","960","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
