"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text__type","messages__text__text","messages__text","messages__text__href","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__reply_to_message_id","messages__edited","messages__actor","messages__actor_id","messages__action","messages__message_id"
"","","","","","","","","","","","bold","РАСХОДИТЕСЬ БОЛЬШИМИ ГРУППАМИ! \n\nОСТАЛЬНЫЕ ГОРОДА:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","✅ Все те же самые советы. Если у вас есть возможность собраться в центре, обязательно ей воспользуйтесь. Народная инаугурация должна проходить в соответствующем месте.\n\nБелорусы будут жить своей жизнью и обязательно очистят страну от оккупационной скверны.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","ЖЫВЕ БЕЛАРУСЬ!","","","","","","","","","","","","","",""
"","","","11423","message","2020-09-27T04:20:57","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","260","194","bold","Президент Франции Эмманюэль Макрон считает, что Лукашенко должен добровольно покинуть узурпируемую им должность.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","«","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","Это кризис власти, авторитарной власти, которая не может принять логику демократии и пытается удержаться при помощи силы. Очевидно, что Лукашенко должен уйти","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","» — заявил Макрон в интервью газете Le Journal du Dimanche.\n\nТакже президент Франции высказал восхищение белорусскими протестующими. «","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","Особенное уважение вызывают женщины, которые проводят шествия каждую субботу","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","» — подчеркнул президент Франции.","","","","","","","","","","","","",""
"","","","11424","message","2020-09-27T05:04:25","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","853","bold","Законно избранный президент","","","NEXTA","","","","","","","","","","",""
"","","","","","","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Светлана Тихановская поддержала белорусов в 50-й день мирного протеста:\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","«Дорогие белорусы!\n\nИстория последних месяцев показывает, что мы можем всё. С того момента, как я решила подать документы в ЦИК, кажется, прошла целая жизнь. Целая жизнь самых разных событий и сложных решений, но главное — гордости за свой народ, гордость быть одной из вас.\n\nСегодня 50-й день нашего протеста, и белорусский народ сегодня снова выходит на улицы. Мы вышли остановить этот режим, и мы делаем это мирно. \n\nДемократия — это власть народа. А целый народ сильнее одного человека, ведь народ борется за свои права, свое будущее и будущее своих детей. Нас миллионы, и мы готовы нести ответственность за свои решения. Вот почему мы победим».\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Источник: ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Пул Первой","","https://t.me/pulpervoi","","","","","","","","","","","",""
"","","","11425","message","2020-09-27T07:33:08","NEXTA Live","10003210496","","","","text_link","​​","","https://telegra.ph/file/8bbb8d2588cd9c43cb953.mp4","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Новая война в Карабахе?\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","В Армении объявлено военное положение и всеобщая мобилизация после того как в 8:00 утра по местному времени Азербайджан начал воздушную и ракетную атаки в Нагорном Карабахе. В результате обстрелов погибли 10 армянских солдат и по меньше мере два мирных жителя.\n\nАзербайджан заявил, что первыми огонь открыли армяне и объявил о начале полномасштабного контрнаступления. Он также утверждает, что вооруженные силы страны заняли ряд стратегических высот в Карабахе и уничтожили 12 зенитных комплексов ВВС Армении.\n\nВ свою очередь, армянская сторона сообщает об уничтожении 4 вертолетов, 15 беспилотников, 10 танков и БМП противника. В подтверждение своих слов, министерство обороны Армении опубликовало видео с моментом уничтожения азербайджанских танков.\n\nКарабахский конфликт уже обострялся в этом году. В июле в результате столкновений число погибших с обеих сторон составило 18 человек.\n\nБеларусь, формально будучи союзником Армении по ОДКБ, на деле активно поддерживает Азербайджан, поставляя тому оружие. В 2018 году Беларусь поставила вооруженным силам Азербайджана партию реактивных систем залпового огня «Полонез», а еще ранее модернизировала для них зенитно-ракетные комплексы С-125 и С-200.\n\nРоссия уже призвала обе стороны прекратить огонь. С этим же заявление выступила и ОДКБ.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Кадры опубликовало Министерство обороны Армении","","","","","","","","","","","","","",""
"","","","11426","message","2020-09-27T08:16:01","NEXTA Live","10003210496","","1280","720","bold","Стела «Минск — город-герой» в эти минуты!\n\n","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","","","","","",""
"","","","","","","","","","","","","","Сегодня в Минске и других городах Беларуси проходит Народная инаугурация настоящего президента. Следить за происходящим вы можете на нашем канале ","","","","","","","","","","","","",""
"","","","","","","","","","","","mention","@nexta_tv","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",". Там мы выкладываем самую свежую и оперативную информацию.","","","","","","","","","","","","",""
"","","","11427","message","2020-09-27T08:35:23","NEXTA Live","10003210496","","1920","1080","bold","В Гомеле уже выстрелы и слезоточивый газ!","","","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","26","","","","","",""
"","","","11428","message","2020-09-27T09:24:20","NEXTA Live","10003210496","","1920","1080","","","В Москве около посольства Беларуси задержали солиста группы «Аркадий Коц», который пришел спеть в поддержку белорусов.","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","150","","","","","",""
"","","","11429","message","2020-09-27T09:39:09","NEXTA Live","10003210496","","1920","1080","","","Только посмотрите, что в Гомеле сегодня вытворяло быдло в чёрном!\n\n","","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","65","","","","","",""
"","","","","","","","","","","","italic","Видео: Радыё Свабода","","","","","","","","","","","","","",""
"","","","11430","message","2020-09-27T10:08:01","NEXTA Live","10003210496","","720","1280","","","Протестная солидарность! В Минске и даже  в небольшой Жабинке протестующие передают привет Хабаровску!\n\nБольше свежей информации о протестах в Беларуси — на нашем основном канале ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","7","","2020-09-27T10:12:58","","","",""
"","","","","","","","","","","","mention","@nexta_tv","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",".","","","","","","","","","","","","",""
"","","","11431","message","2020-09-27T10:08:01","NEXTA Live","10003210496","","640","360","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","28","","","","","",""
"","","","11432","message","2020-09-27T10:50:56","NEXTA Live","10003210496","","","","bold","Эскалация в Нагорном Карабахе. Обновление\n\n","","","","","","","","","11425","","","","",""
"","","","","","","","","","","","","","- Парламент Азербайджана принял постановление о введении военного положения страны. Он уже одобрен президентом страны Ильхамом Алиевым. Указ о военном положении вступит в силу с понедельника и коснется нескольких регионов Азербайджана. В некоторых регионах, в том числе в Баку введут комендантский час.\n\n- Премьер-министр Армении Никол Пашинян заявил, что Ереван рассматривает возможность официального признания независимости Нагорного Карабаха. \n\n- Обе стороны обвиняют друг друга в обострении ситуации. Также поступают сообщения о жертвах с обеих сторон.\n\n- Ряд стран и организаций выразили обеспокоенность развитием событий, осудив применение силы и призвав участников конфликта к деэскалации.","","","","","","","","","","","","",""
"","","","11433","message","2020-09-27T10:55:12","NEXTA Live","10003210496","","","","","","Протестующие в Минске направляются в сторону Уручья. Хотим напомнить, что и там есть интересные для посещения достопримечательности. Например, ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","улица Героев 120 дивизии, дома 42, 46-47-48.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","В этих домах располагаются ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","служебные квартиры столичных ОМОНовцев","","https://t.me/nexta_live/11172","","","","","","","","","","","",""
"","","","","","","","","","","","","",".  МИРНО оценим одним глазком их жилищные условия, пока они оцепляют никому не нужную площадь Победы?","","","","","","","","","","","","",""
"","","","11434","message","2020-09-27T11:34:28","NEXTA Live","10003210496","","1920","1080","","","Колонна продолжает движение!\n\nЕсли у вас есть фото или видео с места событий, присылайте нам сюда: ","","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","","","","","",""
"","","","","","","","","","","","mention","@nextamail_bot","","","","","","","","","","","","","",""
"","","","11435","message","2020-09-27T12:18:37","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","bold","Напуганные лошкипетушки поставили водомёты прямо под гнездовьями на улице Героев 120 дивизии!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Страшно? Ещё бы! После сегодняшнего ажиотажа вокруг ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Героев 120 дивизии","","https://t.me/nexta_live/11172","","","","","","","","","","","",""
"","","","","","","","","","","","",""," мы точно знаем, куда идти в случае чего. Чтобы так быстро, через весь город перекинуть чуть ли не половину всей свой техники — давненько такой истерики не было.\n\nНо сегодняшний марш окончен, и белорусы возвращаются на свои районы. Чтобы там продолжить чествовать избранного президента Беларуси Светлану Тихановскую. Чаепитие, концерт, фейерверк? Вариантов масса.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","Ну а вы, предатели, сидите в своих гнёздах и тряситесь. Это же за эти квартирки вы выслуживались перед агрофюрером? Всё хорошее имеет свойство кончаться. Особенно, если оно добыто на чужих слезах и крови.","","","","","","","","","","","","","",""
"","","","11436","message","2020-09-27T12:18:38","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","","","","","","","",""
"","","","11437","message","2020-09-27T12:41:11","NEXTA Live","10003210496","","1920","1080","","","Для тех, кто говорит, что протест «сдулся». ","","NEXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","","","","","",""
"","","","","","","","","","","","bold","Минск сегодня!","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," ⚪️🔴⚪️","","","","","","","","","","","","",""
"","","","11438","message","2020-09-27T13:40:24","NEXTA Live","10003210496","","","","","","А пока ","","","","","","","","","2020-09-27T13:54:44","","","",""
"","","","","","","","","","","","text_link","столичные лошкипетушки кудахчут над своими гнёздами","","https://t.me/nexta_live/11435","","","","","","","","","","","",""
"","","","","","","","","","","","","",", обратим внимание на их гомельских коллег. \n","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Сегодня они совершали настоящие должностные преступления","","https://t.me/nexta_live/11429","","","","","","","","","","","",""
"","","","","","","","","","","","bold",". Они стреляли, били и заливали газом мирных людей. Да так, как будто не существует интернета. Это, определённо, большой прокол с их стороны. Обновляем нашу базу и добавляем туда ","","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","вкладку «Гомель»","","https://docs.google.com/spreadsheets/d/1dyasAjfB85qWAYxG1yTNKIRhvmeWoMvI2C5z4F9L9uw/edit#gid=1971743890","","","","","","","","","","","",""
"","","","","","","","","","","","bold",". В ней около тысячи имён сотрудников МВД из города над Сожем. \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","Напоминаем: кто уже уволился, но есть в списке — кидайте на наш бот @militsiya_s_narodom_bot подтверждения в виде справки о службе. Кто ещё не уволился и есть в списке — увольняйтесь и бросайте подтверждения в виде справки о службе. Тогда из списка будете удалены.\n\nИ скажем больше — тогда у вас появится отличный шанс вернуться в силовые структуры в новой Беларуси, где служить нужно будет народу и стране, а не капиталам семьи Лукашенко. \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","А остальных просим не обижаться. Если вы допускаете насилие, если вы участвуете в нём, если готовы родную мать продать за служебное жильё и другие «социальные гарантии» — вы «достойны» быть в этом списке. \n\nPS.  Ещё раз благодарим за предоставление базы наших ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","друзей кибер-партизан","","https://t.me/cpartisans","","","","","","","","","","","",""
"","","","","","","","","","","","","",". Без вас всем нам было бы куда тяжелее бороться за свободу :)","","","","","","","","","","","","",""
"","","","11439","message","2020-09-27T14:00:36","NEXTA Live","10003210496","","1920","1080","","","Несмотря на дождь, перекрытый центр города, угрозы пропагандистов и карательных органов Минск вышел ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","",""
"","","","","","","","","","","","bold","на народную инаугурацию настоящего президента!","","","","","","","","","","","","","",""
"","","","11440","message","2020-09-27T14:53:16","NEXTA Live","10003210496","","","","text_link","​​","","https://telegra.ph/file/35621e2a1ff0fde375d16.jpg","","","","","","","","","","","",""
"","","","","","","","","","","","bold","50-й день протестов! И все еще сотни тысяч людей выходят на улицы своих городов по всей стране!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Сегодня мы в очередной раз доказали, что готовы бороться за свой выбор! ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Народная инаугурация","","https://t.me/nexta_live/11421","","","","","","","","","","","",""
"","","","","","","","","","","","",""," выглядела как настоящий праздник и уж точно превосходила во всем лживую крысиную коронацию, которую узурпатор решил провести на этой неделе. \n\nМы видим, что мир открыто говорит о нелегитимности агрофюрера! Видим, что все цивилизованные страны постепенно признают Светлану Тихановскую и Координационный совет законными представителями белорусского народа. Это победа каждого из нас! \n\nМноготысячная колонна в Минске, протесты в больших и маленьких городах по всей стране, акции солидарности по всему миру - это то единство и сила, которая восхищает и вдохновляет весь мир! \n\nИ которая пугает режим! Мы наблюдаем за его агонией, в которой преступники в форме начинают направлять водометы и использовать газ против мирных жителей и всеми силами ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","охранять свои гнезда","","https://t.me/nexta_live/11435","","","","","","","","","","","",""
"","","","","","","","","","","","","","! \n\nНо победа будет за нами! Ведь каждый раз задержанных все меньше и у протестующих получается все эффективнее противостоять карателям и отбивать своих!  \n\nУже на следующей неделе будет еще больше хороших новостей и новых побед! И более активная программа для регионов! \n\n","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","ВСЁ ПРОДОЛЖАЕТСЯ. ВМЕСТЕ - МЫ СИЛА. ЖЫВЕ БЕЛАРУСЬ!","","","","","","","","","","","","","",""
"","","","11442","message","2020-09-28T03:00:06","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","500","269","bold","Министерство обороны Азербайджана заявило о 550 погибших армянских военных в Нагорном Карабахе\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","В свою очередь армянская сторона отрицает эти заявления. По версии официального Еревана, потери Армении составили 31 человека, а Азербайджана - 200 человек.","","","","","","","","","","","","",""
"","","","11443","message","2020-09-28T05:49:58","NEXTA Live","10003210496","","1280","720","","","«","","LUXTA","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","62","","","","","",""
"","","","","","","","","","","","italic","Гриша-Гриша клеем дышит","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","» — вспоминаются классические строки, после просмотра одного из последних сюжетов ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Григория Азарёнка","","https://t.me/luxta_tv/476","","","","","","","","","","","",""
"","","","","","","","","","","","",""," на государственном телеканале СТВ.\n\nАзарёнок рассказывает, что Nexta уже не просто кукловодит и провоцирует, а ведёт ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","оккультную войну метафизического характера","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," против легендарных лукашистских духовных скреп. В доказательство он ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","приводит видео с Лухточки","","https://t.me/luxta_tv/1261","","","","","","","","","","","",""
"","","","","","","","","","","","","",", в котором жители одного протестного двора в масках Гая Фокса озорничают у костра. По версии Азарёнка — это","","","","","","","","","","","","",""
"","","","","","","","","","","","bold"," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","сатанический ритуал в масонских масках, цель которого — страшное проклятие в адрес святого Александра Шкловского.","","","","","","","","","","","","",""
"","","","","","","","","","","","bold"," И он говорит это на серьёзе! Он не орёт!","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Он реально так думает!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","Сразу мы хотели дать это видео только на ехидный ","","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","канал Luxta","","https://t.me/luxta_tv","","","","","","","","","","","",""
"","","","","","","","","","","","italic",", но решили сделать репост на ","","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Nexta Live","","https://t.me/nexta_live","","","","","","","","","","","",""
"","","","","","","","","","","","italic",". Чтобы наши дорогие зарубежные подписчики своими глазами посмотрели на официальную повестку лукашистского государства с государственного телевидения, которое содержится на деньги белорусских налогоплательщиков.","","","","","","","","","","","","","",""
"","","","11444","message","2020-09-28T06:52:07","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","700","394","bold","❗️Известная белорусская писательница, нобелевский лауреат и член президиума Координационного совета Светлана Алексиевич улетела из Беларуси в Германию.\n\n","","","","","","","","","","2020-09-28T06:57:57","","","",""
"","","","","","","","","","","","","","UPD. Как сообщает ","","","","","","","","","","","","",""
"","","","","","","","","","","","link","tut.by","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," со ссылкой на помощницу писательницы, Алексиевич улетела по личным и литературным делам. ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","С уголовным делом против КС это не связано.","","","","","","","","","","","","","",""
"","","","11445","message","2020-09-28T07:12:09","NEXTA Live","10003210496","","1024","576","","","Белорусы Миннесоты (","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","65","","2020-09-28T07:13:21","","","",""
"","","","","","","","","","","","italic","Штат США","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","), провели БЧБ-автопробег в поддержку своих сограждан. Выглядит внушительно!","","","","","","","","","","","","",""
"","","","11446","message","2020-09-28T07:12:10","NEXTA Live","10003210496","","720","1280","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","79","","2020-09-28T07:21:07","","","",""
"","","","11447","message","2020-09-28T07:58:44","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","540","360","bold","Президент Франции Эммануэль Макрон выразил готовность встретиться с законно избранным президентом Беларуси Светланой Тихановской.\n\n","","","","","","","","","","2020-09-28T09:10:20","","","",""
"","","","","","","","","","","","","","Предполагаемая встреча может произойти завтра, во время визита Макрона в Литву. Ранее президент Франции ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","выражал солидарность","","https://t.me/nexta_live/11423","","","","","","","","","","","",""
"","","","","","","","","","","","",""," с протестующими белорусами и говорил о необходимости Лукашенко покинуть узурпируемый им пост главы государства.","","","","","","","","","","","","",""
"","","","11448","message","2020-09-28T10:13:27","NEXTA Live","10003210496","","640","360","","","Сильный фильм от ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","1481","","2020-09-28T10:15:30","","","",""
"","","","","","","","","","","","text_link","Onliner","","http://youtube.com/watch?v=KLhxvaGEcng","","","","","","","","","","","",""
"","","","","","","","","","","","",""," о силовиках, которые не смогли пойти на сделку с совестью и покинули службу после кровавых событий 9-12 августа. К просмотру обязательно. Особенно тем, кто всё ещё по каким-то причинам продолжает носить форму или испытывает иллюзии относительно «адекватности мер».","","","","","","","","","","","","",""
"","","","11449","message","2020-09-28T14:35:52","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1254","836","bold","Президент Франции Эмманюэль Макрон встретился со своим литовским коллегой Гитанасом Науседой\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","Основной темой переговоров стала ситуация в Беларуси. Оба лидера еще раз подчеркнули, что их страны не признают легитимность Лукашенко. Макрон также заявил о необходимости «","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","услышать о стремлении демонстрантов к свободе","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","» и призвал белорусские власти «","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","положить конец произвольным арестам","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","».\n\nКак ","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","передает","","https://interfax.com.ua/news/political/691304.html","","","","","","","","","","","",""
"","","","","","","","","","","","",""," агентство BNS, со своей стороны Науседа заявил о единой с Макроном позиции. «","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","По вопросу о Беларуси мы пришли к единому мнению - ЕС не может тратить время впустую, а должен сделать всё, чтобы эти санкции, которые обсуждались и предлагались, были утверждены уже на ближайшем заседании Европейского совета","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","», - сказал он.\n\nА уже завтра президент Франции встретится с законно избранным президентом Беларуси ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Светланой Тихановской","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",".","","","","","","","","","","","","",""
"","","","11450","message","2020-09-29T01:41:34","NEXTA Live","10003210496","","","","bold","Прямо сейчас избранный президент Беларуси Светлана Тихановская встречается с президентом Франции Эммануэлем Макроном в Вильнюсе","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","\n\nОсновной темой разговора будет возможность организации переговоров на тему проведения новых выборов президента Беларуси и возможной медиации других стран, в том числе Франции. Ранее Эммануэль Макрон заявлял, что Лукашенко должен уйти.\n\nСветлана Тихановская поделилась планами на эту встречу:","","","","","","","","","","","","",""
"","","","","","","","","","","","italic"," «Очень важно, что европейские страны не остались равнодушными к происходящему в Беларуси. Франция как одна из старейших демократий отлично понимает нас. Поэтому я собираюсь напомнить господину Макрону о нашей главной цели – новых свободных и демократичных выборах, которые должны состояться в течение этого года».\n\nИсточник: ","","","","","","","","","","","","","",""
"","","","","","","","","","","","text_link","Пул Первой","","https://t.me/pulpervoi","","","","","","","","","","","",""
"","","","11451","message","2020-09-29T05:07:05","NEXTA Live","10003210496","","","","text_link","​​","","https://telegra.ph/file/f12a706208ded307c0d8c.jpg","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Эммануэль Макрон готов выступить посредником в урегулировании политического кризиса в Беларуси\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","По итогам встречи со Светланой Тихановской президент Франции заявил: «","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","Как европейцы, мы сделаем все возможное, чтобы помочь, чтобы вернуться к посредничеству ОБСЕ и добиться прогресса. У нас была очень хорошая дискуссия, но теперь мы должны быть прагматичными и поддерживать народ Беларуси. Мы сделаем все, что в наших силах, поверьте мне","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","».\n\nСветлана Тихановская отметила, что белорусский народ выступает за проведение новых выборов в этом году. Именно выборы должны быть темой международных переговоров, и ОБСЕ – лучшая платформа для таких переговоров. Светлана Тихановская подчеркнула, что готова ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","говорить со всеми сторонами","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," – в том числе с Россией – об организации переговоров и выходе Беларуси из кризиса. \n\n«","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","На кону – человеческие жизни. Чем дольше мы погружаемся в кризис, тем больше он забирает жертв. Поэтому мы заинтересованы приступить к переговорам как можно быстрее. И я благодарна Франции за оказанное внимание. Эммануэль Макрон отлично информирован о белорусской ситуации, следит за событиями и поддерживает белорусов в нашей борьбе за свободу","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","».\n\nКак передает AFP, Светлана Тихановская также приняла приглашение выступить перед французским парламентом.","","","","","","","","","","","","",""
"","","","11453","message","2020-09-29T06:44:48","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","854","","","Несколько фотографий со встречи избранного президента Беларуси Светланы Тихановской с президентом Франции Эммануэлем Макроном.\n\nИсточник: ","","","","","","","","11451","","","","",""
"","","","","","","","","","","","text_link","Пул Первой","","https://t.me/pulpervoi","","","","","","","","","","","",""
"","","","11454","message","2020-09-29T06:44:48","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","856","","","","","","","","","","","11451","","","","",""
"","","","11455","message","2020-09-29T07:35:56","NEXTA Live","10003210496","","848","832","","","Помните как 19 июня в Молодечно во время ","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","47","","2020-09-29T07:41:06","","","",""
"","","","","","","","","","","","bold","легального","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," пикета по сбору подписей в поддержку Виктора Бабарико, люди дали отпор тихарям?\n\nТак вот, сегодня суд признал двух парней, ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Владислава Евстигнеева","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," и ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Павла Пескова","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",", защищавших людей от бандитов в штатском, виновными по ч. 2 ст. 363 УК","","","","","","","","","","","","",""
"","","","","","","","","","","","italic"," (Сопротивление сотруднику органов внутренних дел)","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," и назначил одному 3 года, а второму — 3 года и 3 месяца колонии общего режима ","","","","","","","","","","","","",""
"","","","","","","","","","","","italic","(приговор пока не вступил в законную силу)","","","","","","","","","","","","","",""
"","","","","","","","","","","","","",".\n\nОснованием для признания их виновными были ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","порванные штаны","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," и ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","поцарапанное колено","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," одного из «правоохранителей». При этом за ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","пытки","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," и ","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","убийства","","","","","","","","","","","","","",""
"","","","","","","","","","","","",""," людей не только никто не понес наказания, но даже не возбуждено ни одно уголовное дело.","","","","","","","","","","","","",""
"","","","11456","message","2020-09-29T10:12:30","NEXTA Live","10003210496","","","","bold","❗️Великобритания и Канада ввели санкции против Лукашенко, его сына Виктора. Также в санкционный список попали :\n\n","","","","","","","","","","2020-09-29T10:22:04","","","",""
"","","","","","","","","","","","","","❌","","","","","","","","","","","","",""
"","","","","","","","","","","","bold","Игорь Сергеенко","","","","","","","","","","","","","",""
