"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__title","messages__reply_to_message_id"
"","","","","","","","","","","","","","bold","таксама журналістку Tut.by Аляксандру Эльбаўм і журналістку «Эўрарадыё» Марыю Вайтовіч","","","","","","","","","","","","","","","","","","",""
"","","","2015","message","2020-09-26T09:59:55","","БАЖ / BAJ","9691800322","","","","","bold","Затрыманне журналісткі Марыі Вайтовіч.","","","","","","","","","","","","","","","","","","",""
"","","","2016","message","2020-09-26T09:59:55","","БАЖ / BAJ","9691800322","","1280","720","Момент задержания.","","","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","137","","","","","","","",""
"","","","2017","message","2020-09-26T10:26:30","2020-09-26T10:41:58","БАЖ / BAJ","9691800322","","","","Агулам на жаночым маршы ў Мінску былі затрыманыя 6 журналістак, якія асвятлялі акцыю:\n\nЮлія Матузава\nМарыя Грыц\nМарыя Вайтовіч\nКацярына Карпіцкая\nАляксандра Эльбаўм\nАлена Доўнар\n\nЮлію Матузаву з Еўрарадыё вызвалілі яшчэ падчас акцыі. Іншыя застаюцца затрыманымі.","","","","","","","","","","","","","","","","","","","","",""
"","","","2018","message","2020-09-26T10:41:30","","БАЖ / BAJ","9691800322","","","","❗Стала вядома пра шостую затрыманую на акцыі журналістку, гэта Алена Доўнар. Яна працавала на акцыі","","","","","","","","","","","","","","","","","","","","",""
"","","","2019","message","2020-09-26T10:44:44","","БАЖ / BAJ","9691800322","","1920","1080","","bold","Менск.","","","","","","Радыё Свабода — Беларусь","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","32","","","","","","","",""
"","","","","","","","","","","",""," Жанчына дае інтэрвію журналістцы БТ і распавядае, што ў Беларусі няма свабоды слова, свабоды веравызнанньня і паказвае на затрыманьні людзей. Журналістка дзяржаўнага тэлебачаньня абяцае паказаць усё ў эфіры.","","","","","","","","","","","","","","","","","","","","",""
"","","","2020","message","2020-09-26T10:46:17","","БАЖ / BAJ","9691800322","","","","В Минске пропала корреспондент «МБХ медиа» Анастасия Ольшанская\n\n","","","","","","","","МБХ медиа","","","","","","","","","","","","",""
"","","","","","","","","","","","","","link","https://mbk-news.appspot.com/news/mbx-media-anastasiya/","","","","","","","","","","","","","","","","","","",""
"","","","2021","message","2020-09-26T11:07:14","","БАЖ / BAJ","9691800322","","","","Журналістаў ","","","","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","","","","","","","","","","","mention","@nashaniva","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","",", ","","","","","","","","","","","","","","","","","","","","",""
