"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__edited","messages__photo","messages__width","messages__height","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen","messages__reply_to_message_id"
"","","","10145","message","2020-09-13T10:15:07","Беларусь головного мозга","9657985200","Как сообщает наш подписчик, в Бресте применили водомёты. Приехали автозаки и ОМОН.","","","","","","","","","","","","","","","","","","","",""
"","","","10146","message","2020-09-13T10:20:15","Беларусь головного мозга","9657985200","⚡️А вот и видео из Бреста.","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","","","","","",""
"","","","10147","message","2020-09-13T10:23:26","Беларусь головного мозга","9657985200","Вот так было ДО приезда водомета. \n\nЧитатели сообщают, что водомет уехал, люди возвращаются.","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","","",""
"","","","10149","message","2020-09-13T10:49:29","Беларусь головного мозга","9657985200","","bold","⚡️В Бресте задерживают во дворах. Будьте осторожны!","","","","720","1280","Выборы. Беларусь","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/quicktime","13","","","","","","",""
"","","","10150","message","2020-09-13T10:55:54","Беларусь головного мозга","9657985200","Каратели вытаскивают людей из дворов в Бресте.","","","","","","640","360","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","","","","","","",""
"","","","10151","message","2020-09-13T11:33:37","Беларусь головного мозга","9657985200","‼️","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","МИНСК! СОБИРАЕМСЯ НА ПУШКИНСКОЙ И ВОССТАНАВЛИВАЕМ МЕМОРИАЛ ТАРАЙКОВСКОГО!\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Берите цветы, свечи, плакаты и краску.","","","","","","","","","","","","","","","","","","","",""
"","","","10152","message","2020-09-13T12:30:47","Беларусь головного мозга","9657985200","На Пушкинской люди начинают занимать дорогу. Правда, пока не очень уверенно. Но начало положено!","","","","","","720","1280","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","50","","","","","","",""
"","","","10153","message","2020-09-13T12:31:32","Беларусь головного мозга","9657985200","Пушкінка раней","","","","","(File not included. Change data exporting settings to download.)","1280","853","Радыё Свабода — Беларусь","","","","","","","","","","","",""
"","","","10155","message","2020-09-13T12:49:55","Беларусь головного мозга","9657985200","А вот так сегодня было под мостом возле ""Тойота центр"".","","","","","","568","320","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","60","","","","","","",""
"","","","10156","message","2020-09-13T12:54:51","Беларусь головного мозга","9657985200","❗️Кто сейчас на районах, подходите к РУВД, где есть задержанные, аккуратно и мирно узнавайте кто задержан, составляйте списки и передавайте их правозащитным организациям, либо просто выкладывайте в интернет.","","","","","","","","","","","","","","","","","","","",""
"","","","10157","message","2020-09-13T13:14:55","Беларусь головного мозга","9657985200","","text_link","Прямая трансляция","https://www.youtube.com/watch?v=Z6BcrKYiIrY&feature=youtu.be&ab_channel=%D0%A1%D1%82%D1%80%D0%B0%D0%BD%D0%B0%D0%B4%D0%BB%D1%8F%D0%B6%D0%B8%D0%B7%D0%BD%D0%B8","2020-09-13T13:15:07","","","","","","","","","","","","","","","",""
"","","","","","","",""," с президентом Светланой Тихановской, где она отвечает на вопросы!","","","","","","","","","","","","","","","","","","","",""
"","","","10158","message","2020-09-13T15:09:27","Беларусь головного мозга","9657985200","Мы с вами сегодня стали свидетелями беспрецедентного события. Неказистый, хамоватый, пузатый майор ударил женщину, которая снимала чернорубашечников. И это не был толчок в попытке защититься от удара, это не был случайный удар, под который подставилась женщина. Это был целенаправленный хук с левой. \n\nМы не потерпим таких существ в нашей стране. Мы хотим чтобы преступник понес наказание. Мы даем срок в 3 дня. \n\n","","","","","(File not included. Change data exporting settings to download.)","720","1280","Черная книга Беларуси","","","","","","","","","","","",""
"","","","","","","","","","bold","Оптимальный вариант:","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," против ублюдка заводится внутренняя проверка, его разжалуют до сержанта, либо посадят. \n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Удовлетворительный вариант","","","","","","","","","","","","","","","","","",""
"","","","","","","","",": его же коллеги должны прислать нам всю информацию по нему, а также информацию, подтверждающую что данный поступок совершил именно он. \n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Плохой вариант","","","","","","","","","","","","","","","","","",""
"","","","","","","","",": если же за 3 дня преступник не понесет наказания ни законного, ни народного, мы опубликуем информацию обо ВСЕХ майорах милиции, которые служат в Жодино. \n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Отсчет пошел.","","","","","","","","","","","","","","","","","",""
"","","","10159","message","2020-09-13T15:09:27","Беларусь головного мозга","9657985200","","","","","","","720","1280","Черная книга Беларуси","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","42","","","","","","",""
"","","","10160","message","2020-09-13T15:09:27","Беларусь головного мозга","9657985200","","","","","","","350","640","Черная книга Беларуси","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","202","","","","","","",""
"","","","10161","message","2020-09-13T15:40:12","Беларусь головного мозга","9657985200","","text_link","​​","https://telegra.ph/file/afd90ce8c1765039d9ebd.jpg","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","МЫ СОРВАЛИ ПЛАН УЗУРПАТОРА\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Сегодня оккупанты перед полётом в Сочи готовили демонстрацию тотальной силы. Они хотели провести показательные массовые задержания в Минске с целью не дать собраться большому количеству людей.\n\nДля этого разрешалось жестить куда больше, чем обычно, и использовать спец.средства, в том числе дробовики. Для минчан готовились ловушки на подходах к проспекту Независимости и по старому маршруту, а для Путина засланные казачки Russia Today готовили картинку, что протесты затухают. \n\nНо у них ничего не получилось! Марш Героев подтвердил своё название. Отдельно хотим отметить тысячи тех спартанцев, кто дошёл до Дроздов и заходил с Нововиленской! Вы оттянули на себя значительную часть сил и дали пройти в центр основной колонне. По нашей информации люди в Дроздах попытались атаковать слабовиков, после чего те от испуга стали применять ружья и светошумовые гранаты. Также отдельная группа героев пыталась окружить ОМОН на Минск-Арене!\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","А ПОСМОТРИТЕ ВИДЕО ИЗ ОСТАЛЬНЫХ ГОРОДОВ!","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," Десятки тысяч вышли в регионах и смогли кое-где дать отпор, учитывая, что множество пособников уехало в Минск. Вы наши герои, вся Беларусь гордится вами!\n\nТакже стоит отметить, что, испугавшись похода на Дрозды, в колонну запустили провокаторов. Они постоянно старались сорвать марш: сеяли страх и панику, заставляя людей разбегаться перед смехотворным числом карателей. Пытались увести народ туда, куда идти не имело смысла. \n\nНо мы все вместе будем и дальше улучшать нашу координацию, несмотря ни на что. С каждым разом мы всё сильнее и сильнее, несмотря на все чудовищные попытки нас подавить. Ну а на следующей неделе карателей ждёт много сюрпризов.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ВЫ ГЕРОИ, А ГЕРОИ ПОБЕЖДАЮТ ВСЕГДА!","","","","","","","","","","","","","","","","","",""
"","","","10162","message","2020-09-14T04:33:18","Беларусь головного мозга","9657985200","","text_link","​​","https://telegra.ph/file/5b538fce5c5fe266d06e7.jpg","","","","","","","","","","","","","","","","",""
"","","","","","","","","❗️","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","16 СЕНТЯБРЯ — ДЕНЬ СОЛИДАРНОСТИ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","❗️\nПока Лукашенко готовится продать страну в Сочи, людей снова бьют на улицах и унижают в РОВД. Но мы знаем, как остановить усатого садиста — нужно остановить страну.\n\n❗️","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ЧТО ДЕЛАТЬ 16 СЕНТЯБРЯ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","❗️\nМы видим, как власть боится забастовок. Боится потерять контроль. Боится остановки предприятий, которые истеричный диктатор считает своей кормушкой. Но, если боится — значит мы на верном пути.\n\nПризываем всех беларусов ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","не выходить на работу под любым предлогом","","","","","","","","","","","","","","","","","",""
"","","","","","","","",".\n\n👉 Если вы собственник бизнеса (кафе, магазин, сфера услуг, предприятие) — не работайте 16 сентября.\n\n👉 Если вы наемный работник — возьмите отпуск за свой счёт. Поговорите с начальством и не выходите на работу.\n\n👉 Если вы студент — не идите в университет.\n\n👉 Если вы работаете на заводе — присоединяйтесь к бастующим. Проведите собрание, устройте митинг на территории, саботируйте рабочий процесс.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Один день недополученной прибыли — это не страшно.","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," Страшно жить в стране беззакония и насилия, которой управляет сумасшедший пенсионер на вертолете.","","","","","","","","","","","","","","","","","","","",""
"","","","10163","message","2020-09-14T04:56:16","Беларусь головного мозга","9657985200","","bold","Светлана Тихановская о встрече Путина с Лукашенко:","","","(File not included. Change data exporting settings to download.)","1280","854","Светлана Тихановская","","","","","","","","","","","",""
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","italic","“Я хочу напомнить Владимиру Путину: что бы вы ни приняли и о чем бы вы ни договорились во время встречи в Сочи — это не будет иметь законной силы. Все договоры, подписанные с нелегитимным Лукашенко, будут пересмотрены новой властью. Потому что беларусский народ отказал Лукашенко в доверии и поддержке на выборах. Я очень сожалею, что вы решили вести диалог с узурпатором, а не с беларусским народом”.","","","","","","","","","","","","","","","","","",""
"","","","10164","message","2020-09-14T06:05:34","Беларусь головного мозга","9657985200","","text_link","​​","https://telegra.ph/file/8ba33f788c1f261692b38.jpg","","","","","","","","","","","","","","","","",""
"","","","","","","","","❗️","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ТИХАРИ-КУКЛОВОДЫ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","❗️\n\nВнимательно прочитав информацию от наших подписчиков, мы установили, что оккупанты вчера активно засылали своих крыс для дезориентации и создания хаоса. Вот несколько примеров:\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ГРУШЕВКА\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Каждое воскресенье Грушевка действует по своему плану. Собираются, ждут Малиновку и выдвигаются вместе. Но вчера кто-то активно предлагал не ждать и выдвигаться самим. Возле BIGZ на Грушевке был мужчина с рупором, который подгонял митингующих идти скорее в сторону центра. И люди пошли, но вскоре были встречены силовиками. \n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","НОВОВИЛЕНСКАЯ\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Колонна героев с Парка Дружбы народов выдвинулась по Орловской. Дойдя до пересечения Орловской и Нововиленской, люди стали решать, куда идти дальше. После 15 минут раздумий большей частью было принято правильное решение идти налево к Стеле, так как прямо идти смысла нет, там кордон, направо - автозаки.\n\nНо как только колонна двинулась налево, появлялись какие-то люди, которые кричали, что налево нет смысла идти и необходимо поворачивать направо, на Милавицу. А там всех уже ждали слабовики. После 15 минут колебаний и убеждений, что направо никого нет и проход свободен, все пошли туда. \n\nПозже там большие силы лошков-петушков попытались окружить людей. Но все было не зря: герои на Нововиленской оттянули на себя значительное количество слабовиков, чтобы основная колонна смогла пройти к Арена-Сити.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","АРЕНА-СИТИ\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Когда первые люди стали подходить к Арена-Сити, кто-то стал кричать: ""Разворачиваемся, идём к Стелле"". Хотя к ним на подмогу шла огромная стотысячная колонна с Пушкинской. Тех, кто послушался провокаторов и повернул обратно, на отходе стали гонять и задерживать.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ФРУНЗЕНСКАЯ\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Провокатор целенаправленно направил людей в ту сторону, где был кордон, после чего начались задержания. Фото этого человека есть, будем пытаться установить личность.\n\nОтсюда возникают простые правила:\n\n1. Не идите целенаправленно в ловушки. Если по основному маршруту вас ждут значительные силы, а вас немного и вы не готовы прорываться, мы всегда выступаем за обходные пути и вашу безопасность.\n\n2. Не доверяйте непонятным личностям, которые уверенно знают куда идти и берут на себя координацию. Больше знакомьтесь с людьми на ваших районах через ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","dze.chat","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\n3. Не поддавайтесь панике. Если кто-то с криком: ""ОМОН!"" - начинает убегать, хотя бы за секунду оцените ситуацию. Было несколько моментов, когда сотни человек убегали от 4-5 слабовиков из-за воплей провокаторов. \n  \n5. Действуйте логично и трезво. Если вас мало, то обходите. Всегда старайтесь собраться в большие группы. Грамотно подходите и отходите.  Заранее изучайте карту города.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Ваша самоорганизация - залог безопасности и успеха!","","","","","","","","","","","","","","","","","",""
"","","","10165","message","2020-09-14T07:22:13","Беларусь головного мозга","9657985200","Сегодня на судах троим членам стачечного комитета ""Беларуськалия"" было назначено по 15 суток ареста.","","","","","","","","","","","","","","","","","","","",""
"","","","10166","message","2020-09-14T07:58:45","Беларусь головного мозга","9657985200","Сітуацыя на дэпазітным рынку сцісла:\n\n1) вынас рублёвых тэрміновых дэпазітаў (мінус 270,9 млн руб) — ","","","","","","","","ЭКАНОМІКА","","","","","","","","","","","",""
"","","","","","","","","","bold","самы вялікі за 60 месяцаў","","","","","","","","","","","","","","","","","",""
"","","","","","","","",";\n\n2) вынас рублёў з картак насельніцтва (704,5 млн руб) — ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","самы вялікі за суверэнную гісторыю Беларусі","","","","","","","","","","","","","","","","","",""
"","","","","","","","",";\n\n3) вынас рублёвых тэрміновых дэпазітаў арганізацый (547,8 млн руб) — ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","самы вялікі за суверэнную гісторыю Беларусі","","","","","","","","","","","","","","","","","",""
"","","","","","","","",";\n\n4) вынас валюты з картак насельніцтва ($208,1 млн) — ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","самы вялікі за суверэнную гісторыю Беларусі","","","","","","","","","","","","","","","","","",""
"","","","","","","","",";\n\n5) вынас валютных тэрміновых дэпазітаў насельніцтва ($416,2 млн) — ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","самы вялікі з","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","траўня 2011 г.","","","","","","","","","","","","","","","","","",""
"","","","10167","message","2020-09-14T10:42:56","Беларусь головного мозга","9657985200","""Добрый"" дядя Пу ","","","","2020-09-14T10:47:18","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","подкинул","https://t.me/belarus_economy/1794","","","","","","","","","","","","","","","","",""
"","","","","","","",""," братишке меньшему полтора миллиарда долларов на топливо для вертолета и автозаков. \n\nЭто значит, что эти деньги скоро появятся  в обменниках по невысокой цене. \n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Мы уже знаем что делать: \n\n- получив зарплату, стипендию или пенсию - надо купить хоть 50$. ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\nМы в силах нейтрализовать потуги восточного соседа поддержать диктатора!","","","","","","","","","","","","","","","","","","","",""
"","","","10168","message","2020-09-14T11:37:53","Беларусь головного мозга","9657985200","⚡️Польский премьер-министр Матеуш Моравецкий намерен на ближайшем саммите глав Евросоюза представить своеобразный «план Маршалла» для Беларуси. Проект одобрен Польшей, Чехией, Словакией и Венгрией.\n \nПлан предполагает европейскую помощь Беларуси, создание стабилизационного фонда для поддержки беларусской экономики.\n \n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","Помощь","https://reform.by/163795-polskij-premer-nameren-predstavit-plan-marshalla-dlja-belarusi-na-sammite-es","","","","","","","","","","","","","","","","",""
"","","","","","","",""," будет оказана в случае проведения в нашей стране повторных выборов.","","","","","","","","","","","","","","","","","","","",""
"","","","10169","message","2020-09-15T04:56:01","Беларусь головного мозга","9657985200","Гражданин Лукашенко только собирался в ответственную командировку с целью выпросить денег у ""милостивого Барина"", как уже было решено","","","","","","","","Экономика Беларуси","","","","","","","","","","","",""
"","","","","","","","","","text_link"," как будут потрачены","https://goszakupki.by/marketing/view/164347","","","","","","","","","","","","","","","","",""
"","","","","","","",""," ""привлеченные средства"".\n\nПриоритетом оказалась закупка бронежилетов.","","","","","","","","","","","","","","","","","","","",""
"","","","10170","message","2020-09-15T05:52:50","Беларусь головного мозга","9657985200","Глава дипломатии ЕС Жозеп Боррель заявил, что не считает Александра Лукашенко легитимным президентом Беларуси. Данное заявление политик сделал сегодня во время своего выступления в Европарламенте.","","","","","(File not included. Change data exporting settings to download.)","679","384","NEXTA Live","","","","","","","","","","","",""
"","","","10171","message","2020-09-15T07:08:15","Беларусь головного мозга","9657985200","Итоги переговоров Путина и Лукашенко в одной картинке.\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://t.me/belarus_lite/1454","","","","","","","","","","","","","","","","","",""
"","","","10172","message","2020-09-15T07:23:03","Беларусь головного мозга","9657985200","На  ""Площади Перемен"" неизвестные в масках под присмотром карателей вновь закрашивают диджеев. Очень показательны комментарии местных жителей.\n\nВидео ","","","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","243","","","","","","",""
"","","","","","","","","","link","tut.by","","","","","","","","","","","","","","","","","",""
"","","","10173","message","2020-09-15T08:24:05","Беларусь головного мозга","9657985200","","text_link","​​","https://telegra.ph/file/aed6854cfd03b3a7fcae9.jpg","","","","","Черная книга Беларуси","","","","","","","","","","","",""
"","","","","","","","","","bold","Барановский Николай Петрович\n","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," \nМайор, участковый инспектор милиции.\n \nИменно этот человек беспричинно ударил в лицо девушку в воскресенье (13.09), сбив ее с ног. От такого вероломства стоящие рядом люди бросились на майора, а сам он трусливо сбежал в микроавтобус. Черная книга Беларуси потребовала преследования преступника по закону – либо выдачи информации о нем его коллегами по жодинской милиции, в противном случае мы обнародовали бы данные о всех жодинских майорах: ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://t.me/BlackBookBelarus/1522","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n \nПервого не случилось: согласно позорному заявлению пресс-секретаря МВД Чемодановой, это было «применение физической силы для самозащиты». Не замазанные в преступлениях жодинские милиционеры оказались сознательнее – и сразу трое из них автономно друг от друга помогли ЧКБ определить конкретного нарушителя. В интернете распространялись разные версии об этом жодинском отморозке, но мы можем утверждать, что это именно Николай Барановский. По свидетельству его коллег, особым умом тот никогда не отличался, неоднократно проявлял к гражданам необоснованную агрессию. В дни особо жестокого подавления мирных протестов с 9 по 12 августа, Барановский «просил автомат, чтобы расстреливать».\n \nНа данный момент преступник находится по адресу: г. Жодино, ул. 50 лет октября д. 14, кв 122\n \nПредполагаемый рабочий телефон:\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","phone","+375 (1775) 9-20-42","","","","","","","","","","","","","","","","","",""
"","","","","","","","","\n8 (029) 381-25-97\n \n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Если вы обладаете информацией о совершении данным лицом (или иными лицами) преступлений против белорусского народа, напишите нам. Также пишите, если у вас есть доступы к базам данных силовых органов, судов, чиновников","","","","","","","","","","","","","","","","","",""
"","","","","","","","",", ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","присылайте в бота ЧКБ (в описании канала).\n","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," \n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#преступник","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#Жодино","","","","","","","","","","","","","","","","","",""
"","","","10174","message","2020-09-15T09:08:01","Беларусь головного мозга","9657985200","","bold","Светлана Тихановская поздравила Купаловский театр со столетием:","","","(File not included. Change data exporting settings to download.)","1280","960","Светлана Тихановская","","","","","","","","","","","",""
"","","","","","","","","\n\n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","italic","«Дорогие купаловцы, вы не только лучшие актеры страны. Вы стали настоящими героями современной Беларуси. Несмотря на то, что свой юбилей вы отмечаете за закрытыми дверями, мы, ваши зрители, и вся страна восхищаемся вашей стойкостью и смелостью. Вы выдержали угрозы, поддержали своего директора Павла Латушко, осудили фальсификацию выборов и репрессии. Этим вы сделали нашу победу ближе.\n\nЯ не удивлена, что именно Купаловский театр стал одним из центров сегодняшнего протеста. В здании театра происходили события, которые стали основополагающими для истории нашей страны. Тут выступали великие актеры, ставились знаковые спектакли, которыми мы восхищаемся до сих пор. Я благодарна вам за то, что и сегодня вы создаете историю.\n\nЯ уверена, что легендарный театр скоро откроется в новой и свободной Беларуси, которая уважает свою культуру и историю. С юбилеем, дорогие купаловцы!»","","","","","","","","","","","","","","","","","",""
"","","","10175","message","2020-09-15T12:39:11","Беларусь головного мозга","9657985200","❗️СРОЧНО❗️\nВстречаем День солидарности! \nНа ГродноАзот остановлено два цеха:\n🔥 Карбамид 4\n🔥 Амиак 3\n\nЕсли их не запустить в течение двух дней — будет остановлен весь завод.\n\n— Чтобы вы понимали. Это уже ползавода остановилось. И процесс запуска может сильно затянуться. Если вообще состоится, — говорит сотрудник завода.\n\n🏭 16 СЕНТЯБРЯ — ДЕНЬ СОЛИДАРНОСТИ 🏭\nМы видим, что больше всего власть боится забастовок. Боится остановки предприятий. Боится потерять контроль.\n\nНо если они боятся — значит, мы на верном пути. \n\nПризываем всех проявить солидарность с бастующими рабочими Беларуси и остановить работу 16 сентября.\n\nПередайте информацию дальше.\nСпасибо.\n\n","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#БастуйБеларусь","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," \n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#заводитестрану","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#солидарность","","","","","","","","","","","","","","","","","",""
"","","","10176","message","2020-09-15T13:38:45","Беларусь головного мозга","9657985200","","bold","Пожарные тоже не молчат! ","","","","1280","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","80","","","","","","",""
"","","","","","","","","\n\nАбсолютное большинство возмущены тем, что их профессию руководство вываливает в грязи, толкая на бессовестные поступки.","","","","","","","","","","","","","","","","","","","",""
"","","","10177","message","2020-09-16T01:12:02","Беларусь головного мозга","9657985200","И тут 3%...","","","","","(File not included. Change data exporting settings to download.)","741","420","","","","","","","","","","","","",""
"","","","10178","message","2020-09-16T01:50:12","Беларусь головного мозга","9657985200","","hashtag","#SAVEPANDADOC","","","(File not included. Change data exporting settings to download.)","1168","657","STRYZHAK","","","","","","","","","","","",""
"","","","","","","","","\n\nСамое главное для нас это люди. Этим мы отличаемся от власти, которая людей ломает через колено. \n\nМикита Микадо принял решение приостановить помощь уволенным силовикам, чтобы прекратить преследование своих людей. \n\nМы уважаем его решение. Спасибо за все, что было сделано Микитой и его командой. \n\nФонд солидарности ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@BYSOL","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," продолжит свою работу, в том числе и по заявкам поданным через форму проекта Микиты. Все, кто был уволен за свои взгляды, кто планирует уйти со службы по политическим соображениям получат помощь из Фонда ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#BYSOL","","","","","","","","","","","","","","","","","",""
"","","","","","","","",".\n\nРаботаем дальше и побеждаем!","","","","","","","","","","","","","","","","","","","",""
"","","","10179","message","2020-09-16T03:39:47","Беларусь головного мозга","9657985200","","text_link","​​","https://telegra.ph/file/a03d45dff69e31b2a209f.jpg","","","","","NEXTA Live","","","","","","","","","","","",""
"","","","","","","","","","bold","НИКТО НЕ ОСТАНЕТСЯ АНОНИМНЫМ\n","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," \n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Мы предупреждали: спрятаться под балаклавами не получится. ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Лукашенко, Караев, Шейман и кровавые генералы превращают силовые органы в анонимные бандформирования, прямо приказывают им действовать за рамками закона, беспределить. Война объявлена мирным гражданам Беларуси. Но страдают в ней и сами силовики, которых превращают в преступников – а много кто, идя на службу, не подписывался на криминал. Народ непременно найдет способ, как от преступников защищаться.\n \nМы уже писали, что у нас теперь есть база данных МВД, добытая кибер-партизанами. И что ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","у милиционеров есть время до конца недели, прежде чем мы начнем ее обнародовать","","","","","","","","","","","","","","","","","",""
"","","","","","","","",". (ВАЖНО: если вы работали в МВД, уволились в период августа-сентября или увольняетесь сейчас, просьба срочно скинуть в бот ","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@militsiya_s_narodom_bot","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," фото справки о прохождении службы, чтобы мы вас исключили из базы. Сотни ваших коллег уже сделали это). Увольняйтесь, чтобы не принимать преступления режима на себя. Когда придет час расплаты, самые глупые и упоротые из силовиков будут что-то мямлить про выполнение приказа, но слушать их будет уже некому.\n \n","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","12 ОМОНОВСКИХ ОФИЦЕРОВ, НА ЧЬИХ РУКАХ КРОВЬ БЕЛОРУСОВ\n","","","","","","","","","","","","","","","","","",""
"","","","","","","",""," \nПостепенную публикацию баз данных МВД, как и собирались, начнем в конце недели, страна должна знать своих «героев». Но бессмысленная жестокость силовиков на субботнем и воскресном маршах в белорусских городах требует какого-то ответа. Пусть это будет первая дюжина ОМОНовских офицеров. Каждый из них отдавал приказы о зверствах – или даже участвовал в них сам.\n \n","","","","","","","","","","","","","","","","","","","",""
