"name","type","id","messages__id","messages__type","messages__date","messages__edited","messages__from","messages__from_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text__type","messages__text__text","messages__text","messages__text__href","messages__photo","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","10221","message","2020-09-13T04:54:08","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","text_link","​​","","https://telegra.ph/file/b7f87432756db72e02f85.jpg","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","‼️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","МАРШ ГЕРОЕВ! ИДЁМ НА ДРОЗДЫ!\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Раз оккупанты любят вторгаться к нам в дома с обысками и в наши дворы, сегодня мы идём домой к ним —  ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ПРЯМИКОМ В ДРОЗДЫ!\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","❗️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","МИНСК, ОСНОВНАЯ КОЛОННА:\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","— ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","14.00","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",". СОБИРАЕМСЯ В РАЙОНЕ ПРОСПЕКТА НЕЗАВИСИМОСТИ, НЕМИГИ. \n\n— ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","15.00","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",". ВЫДВИГАЕМСЯ ЧЕРЕЗ РОМАНОВСКУЮ СЛОБОДУ И МЕТРО ФРУНЗЕНСКУЮ НА ТИМИРЯЗЕВА (в случае перекрытия - можно выйти на Тимирязева через Стеллу по Первому Кольцу).\n\n— ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ЧЕРЕЗ ТИМИРЯЗЕВА ВЫХОДИМ К ПЕРЕСЕЧЕНИЮ ПРОСПЕКТА ПУШКИНА И ОРЛОВСКОЙ. ОТТУДА НА ПРОСПЕКТ ПОБЕДИТЕЛЕЙ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," (в случае перекрытия Орловской, на Победителей можно выйти через дворы, улицу Леси Украинки и улицу Радужную).\n\n— ДОХОДИМ ПО ПОБЕДИТЕЛЕЙ ДО АРЕНА-СИТИ, ОТТУДА ИДЁМ НА ДРОЗДЫ.\n\n❗️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","МИНСК, РАЙОНЫ ВЕСНЯНКИ, ЛЕБЯЖЕГО, РЖАВЦА, РАДУЖНОГО, ЖДАНОВИЧ:\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","— ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","15.30.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," СБОР У МИНСК-АРЕНЫ. Ждём основную колонну и вместе с ней идёте на Дрозды.\n\n❗️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","МИНСК, РАЙОНЫ ОРЛОВСКОЙ, КИЕВСКОГО СКВЕРА, ПАРКА ДРУЖБЫ НАРОДОВ:\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","— ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","15.00. Сбор на Бангалор.","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," Оттуда колонной выходите через Орловскую на улицу Нововиленскую, по которой идёте на Дрозды.\n\nБерём оккупантов в кольцо, подходим к их домам, призываем к ответу. А на высоких заборах будут отлично смотреться ваши плакаты.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ОСТАЛЬНЫЕ ГОРОДА:\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","— Если знаете, где живут главы ваших оккупационных администраций и начальство карателей, после общего сбора можете направиться прямиком к ним. Либо действуйте по своему локальному плану.\n\n\n❗️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ВОДИТЕЛИ!","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ПОДВОЗИМ ЛЮДЕЙ И ПОДЪЕЗЖАЕМ ПО МКАД, ЗАЕЗЖАЕМ СО СТОРОНЫ ЖДАНОВИЧ И АКВАПАРКА. \n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","❗️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","НЕ ЗАБЫВАЕМ ПРО ЖЕЛЕЗНУЮ ДОРОГУ!","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," (станции Ждановичи и Масюковщина). \n\n❗️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ВИДИТЕ БЛОКИРОВКИ — СООБЩАЙТЕ НАМ И ИЩИТЕ ПУТИ ОБХОДА! ПОЛНОСТЬЮ ОКРУЖАЕМ ДРОЗДЫ!\n\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","РАСХОДИМСЯ ПО ОКОНЧАНИЮ МАРША ТОЛЬКО БОЛЬШИМИ ГРУППАМИ, ПОМНИМ ПРО СЦЕПКИ!\n\nВМЕСТЕ И ДО КОНЦА!","","","","","","","","","","","","","",""
"","","","10222","message","2020-09-13T05:32:57","2020-09-13T05:38:24","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1280","1111","","","Карта крупным планом! Распространяем! 📢","","(File not included. Change data exporting settings to download.)","","","","","10221","","","","","","",""
"","","","10223","message","2020-09-13T05:32:58","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1280","1111","","","","","(File not included. Change data exporting settings to download.)","","","","","10221","","","","","","",""
"","","","10224","message","2020-09-13T05:32:58","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1280","1111","","","","","(File not included. Change data exporting settings to download.)","","","","","10221","","","","","","",""
"","","","10225","message","2020-09-13T05:40:30","2020-09-13T05:44:57","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","","","Избранный Президент Беларуси Светлана Тихановская выступила с обращением перед маршем Героев: \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","italic","""Я поздравляю всех с еще одним воскресеньем свободы. Сегодня марш посвящен нашим героям — всем, кто продолжает борьбу. Давайте покажем режиму, что мы — мирный народ, который не приемлет насилие и ложь. Уверена, что все, кто за перемены, будут сегодня на марше.\n\nА вечером в 20:00 я планирую ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","стрим","","https://youtu.be/Z6BcrKYiIrY","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","italic",", присоединяйтесь обсудить!""","","","","","","","","","","","","","","",""
"","","","10227","message","2020-09-13T06:29:48","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","","","Много бурления по поводу ","","","","","","","","MIKOLA","","","","","",""
"","","","","","","","","","","","","","","","","text_link","плана","","https://t.me/MikolaDziadok/4335","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," Нехты о походе на Дрозды. Опять стало слышно тошнотворное слово ""провокация"".\n\nМоё мнение: план нормальный.\n\nа) В центре мусора уже дочиста отработали все возможные места сбора. Поход на Дрозды отлично ломает им шаблон.\nб) Психологическое воздействие на верхушку бандитов - огромное. Особенно в отсутствие пахана, который улетел в Сочи.\nв) Протестам нужна динамика, развитие, смена тактик. Нужно наглеть и перехватывать инициативу. \n\nРискованно? Да. Но едва ли более, нежели было 9-11 числа. Мне в личку постоянно пишут о том, что протесты сдуваются, нужно радикализироваться, и тому подобное. Вот она, та самая возможность для всех, хто хотел больше радикализма.","","","","","","","","","","","","","",""
"","","","10228","message","2020-09-13T06:50:33","2020-09-13T07:05:20","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1200","800","","","Не забываем про сцепки - не отдаем своих бандитам! Вот так выглядела сцепка на Грушевке, когда гестаповцы напали на колонну протестующих.\n\nФото: ","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","link","tut.by","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10229","message","2020-09-13T07:09:28","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","","","❗️Жители Грушевки, Юго-Запада, Малиновки! Выходите на проспект Жукова, дальше на проспект Пушкина и оттуда соединяйтесь с остальными.","","","","","","","10221","","","","","","",""
"","","","10230","message","2020-09-13T07:13:58","2020-09-13T07:24:38","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","29","1280","720","","","Немига прямо сейчас. Люди продолжают собираться и все же доходят в центр, несмотря на хапуны, которые устроили гестаповцы","","","","","","","","","","","","","",""
"","","","10231","message","2020-09-13T07:22:36","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","1280","720","","","Гродно прямо сейчас. Протестующие продолжают подходить.","","","","","","","","","","","","","",""
"","","","10232","message","2020-09-13T07:30:03","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","bold","Важно! Люди в районе Машерова/Независимости, если перед вами выставили силы:","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n\n1. Вы можете выйти на дорогу и быстро обойти их кордон.\n2. Либо пройти в центр через улицу Богдановича или по Первому кольцу к Стелле, и оттуда соединиться с остальными.","","","","","","","","","","","","","",""
"","","","10233","message","2020-09-13T07:33:03","2020-09-13T07:36:53","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","1280","720","","","На Немиге банды карателей устроили охоту, но люди держатся и продолжают шествие\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10234","message","2020-09-13T07:33:55","2020-09-13T07:36:48","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","12","1280","720","","","Потоки людей продолжают стекаться на Немигу\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10235","message","2020-09-13T07:47:26","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","3","1280","720","","","""Саша, ты уволен!"" - скандирует колонна протестующих в Гродно \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10236","message","2020-09-13T07:49:58","2020-09-13T07:53:04","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","27","1280","720","","","Люди заняли проспект Победителей \n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10237","message","2020-09-13T07:51:28","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","","","⚠️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","В ближайшие 5 минут будет выключен мобильный интернет у всех операторов. ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","⚠️\n\nПереключайте телефон в 2G чтобы сохранилась минимальная связь (и перезагрузите).\n\nТочка сбора - ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Стела","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",", оттуда выход на Тимирязева.\n\nПотом на Дрозды.","","","","","","","","","","","","","",""
"","","","10238","message","2020-09-13T08:06:12","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","6","1280","720","","","Тысячи демонстрантов идут шествием в Бресте","","","","","","","","","","","","","",""
"","","","10239","message","2020-09-13T08:14:17","2020-09-13T08:14:23","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","1280","720","","","Тысячи людей вышли несмотря ни на что! Победа близко!✌️","","","","","","","","","","","","","",""
"","","","10240","message","2020-09-13T08:20:48","2020-09-13T08:32:06","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","3","1080","1920","","","Сегодня мощно вышла и Лида!\n\nПротестует вся Беларусь, у кого-то карателей не хватит\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10241","message","2020-09-13T08:26:25","2020-09-13T08:27:04","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1280","640","","","Улицу Машерова на подходе к Стеле заполнили десятки тысяч людей\n\nФото: ","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","mention","@motolkohelp","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10242","message","2020-09-13T08:26:26","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1280","720","","","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","10243","message","2020-09-13T08:29:53","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","","","⚡️Уважаемые водители! При необходимости, подвозите людей до мест сбора. Проявите солидарность!","","","","","","","","","","","","","",""
"","","","10244","message","2020-09-13T08:33:33","2020-09-13T08:34:24","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","21","720","1280","","","Научите кто считать МВД. По их цифрам по всей Беларуси собралось 3000. Тем временем в Минске...","","","","","","","","","","","","","",""
"","","","10245","message","2020-09-13T08:33:33","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","720","1280","","","","","","","","","","","","","","","","",""
"","","","10246","message","2020-09-13T08:37:54","2020-09-13T08:41:06","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","34","1280","720","","","Невероятное количество людей в центре Минска сейчас!","","","","","","","","","","","","","",""
"","","","10247","message","2020-09-13T08:41:51","2020-09-13T08:43:57","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","bold","Гомель, Брест, Гродно, Могилёв, Витебск и все райцентры! \n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","Подходите ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","К СВОИМ ГОС. УЧРЕЖДЕНИЯМ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," в центр ваших городов! Сегодня все силы стянуты в Минск.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ВЫХОДИМ!","","","","","","","","","","","","","","",""
"","","","10248","message","2020-09-13T08:44:46","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","1280","720","","","В Минске колонна людей проходит возле «Каскад». Уже более 100.000 участвует в акции протеста только в одном Минске","","","","","","","","","","","","","",""
"","","","10249","message","2020-09-13T08:45:38","2020-09-13T08:47:21","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","24","720","1280","","","Десятки тысяч людей принимают участие в шествии! Жалкие попытки слабовиков помешать проведению марша провалились!","","","","","","","","","","","","","",""
"","","","10250","message","2020-09-13T08:50:02","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","36","720","1280","","","Масштабы марша впечатляют!","","","","","","","","","","","","","",""
"","","","10251","message","2020-09-13T08:59:21","2020-09-13T09:05:26","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","1280","720","","","""Лукашенко в автозак!"" - скандируют протестующие в Бресте \n\nПоражает количество собравшихся людей!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10252","message","2020-09-13T09:00:19","2020-09-13T09:16:05","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","bold","Важно","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","❗️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","Минск. Всем, кто сейчас находится дома, либо на работе, в магазинах и кафе в районе Стелы, проспекта Победителей, Веснянки, Дроздов и имеет доступ к роутерам.\n\nПросьба сделать на несколько часов  доступ к интернету без пароля, а имя для удобства заменить на Belarus2020.","","","","","","","","","","","","","","",""
"","","","10253","message","2020-09-13T09:04:28","2020-09-13T09:05:18","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","1274","716","","","Основная колонна марша идет по Кальварийской к проспекту Пушкина\n\nВидео: РИА Новости\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10254","message","2020-09-13T09:15:40","2020-09-13T09:16:59","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","1280","720","","","Колонна прошла перекресток проспекта Пушкина и Матусевича\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10255","message","2020-09-13T09:19:33","2020-09-13T09:20:54","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","","","⚡️","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","МИНСК! НЕИЗВЕСТНЫЕ УВОДЯТ КОЛОННУ ЛЮДЕЙ ОТ ДРОЗДОВ К СТЕЛЕ! \n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","ЭТО ПРОВОКАЦИЯ! СЕЙЧАС СРАЗУ НЕСКОЛЬКО КОЛОНН ПОДХОДИТ НА ПОДМОГУ К МИНСК-АРЕНЕ!\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10256","message","2020-09-13T09:24:25","2020-09-13T09:31:20","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","","","bold","ВАЖНО","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","‼️ ЕСЛИ ТЕХ, КТО УЖЕ У АРЕНА-СИТИ, НАЧНУТ АТАКОВАТЬ БОЛЬШИЕ СИЛЫ КАРАТЕЛЕЙ, ОТХОДИТЕ БЕЗОПАСНЫМИ ПУТЯМИ К ОСНОВНОЙ КОЛОННЕ, КОТОРАЯ СЕЙЧАС НА ПЕРЕСЕЧЕНИИ ТИМИРЯЗЕВА И ПРОСПЕКТА ПУШКИНА.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","bold","ЗВОНИТЕ И РАССКАЗЫВАЙТЕ ДРУЗЬЯМ.\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10257","message","2020-09-13T09:39:48","2020-09-13T10:17:00","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","5","720","1280","bold","Мы сделали это! ","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","✌️Основная колонна прорвалась через оцепление слабовиков и теперь направляется к Минск-Арене\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10258","message","2020-09-13T09:49:30","","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","202","350","640","","","В  Жодино случился конфликт между протестующими и карателями, в результате мразь в милицейской форме ударила женщину кулаком в лицо\n\nА мы хотим напомнить, что все преступники будут опознаны, и, соответственно, наказание - штука неизбежная. Дрожите, твари! \n\n","","","","","","","","Усы Лукашенко","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость\n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться","","https://t.me/joinchat/AAAAAEklfX7sPNSO8QXhJw","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","на","","https://t.me/joinchat/AAAAAEklfX7sPNSO8QXhJw","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Усы","","https://t.me/joinchat/AAAAAEklfX7sPNSO8QXhJw","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""," ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Лукашенко","","https://t.me/joinchat/AAAAAEklfX7sPNSO8QXhJw","","","","","","","","","","","","",""
"","","","10259","message","2020-09-13T10:06:28","2020-09-13T10:17:14","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","15","1280","720","","","Сейчас на Нововиленской ✌️\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10260","message","2020-09-13T10:14:44","2020-09-13T10:17:22","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","","","","","","1280","960","","","Так сейчас выглядит Минск рядом с «Арена Сити». Между протестующими и силовиками — считанные метры.\n\n","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10261","message","2020-09-13T10:36:54","2020-09-13T10:37:42","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","1280","720","","","Обстановка возле кордона слабовиков остается напряженной, но люди никуда не уходят и настроены решительно.\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
"","","","10262","message","2020-09-13T10:41:29","2020-09-13T10:41:33","МАЯ КРАІНА БЕЛАРУСЬ","9812541226","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","11","1920","1080","","","В Гомеле внушительная колонна протестующих подошла к исполкому\n\n","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Предложить анонимно новость \n","","https://t.me/MKBelbot","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","text_link","Подписаться на МКБ","","https://t.me/joinchat/AAAAAEjffyoi9hgp9kVhTA","","","","","","","","","","","","",""
