"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__text__href","messages__edited","messages__photo","messages__width","messages__height","messages__reply_to_message_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds"
"","","","","","","","","","hashtag","#ВыНасДажеНеПредставляете","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","862","message","2020-09-20T10:33:34","Честные люди","9900014418","","bold","Хелло! Май нэйм из Скорая взаимопомощь! Ай эм лукинг фор ассистанс.\n\n","","","(File not included. Change data exporting settings to download.)","1280","909","","","","","",""
"","","","","","","","","Мы собираем команду переводчиков, которые готовы уделять от 1 часа в день для перевода на английский личных историй для нашего сайта  ","","","","","","","","","","","","",""
"","","","","","","","","","text_link","http://help.honest-people.by","http://help.honest-people.by/","","","","","","","","","",""
"","","","","","","","",". \n\nЕсли вы готовы помочь – пожалуйста, заполните форму: \n","","","","","","","","","","","","",""
"","","","","","","","","","link","https://forms.gle/1avQdruG3LA3HmfWA","","","","","","","","","","",""
"","","","","","","","","\n\n📌 Мы бы очень хотели найти волонтеров, которые смогут уделять время проекту регулярно\n📌 Нам будет легче, если у вас есть опыт переводов на английский\n\nОзнакомиться с историями вы можете по ссылке  ","","","","","","","","","","","","",""
"","","","","","","","","","text_link","http://help.honest-people.by\n\n","http://help.honest-people.by/","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#скорая_взаимопомощь","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#хочу_помочь","","","","","","","","","","",""
"","","","863","message","2020-09-20T14:59:27","Честные люди","9900014418","✊ Беларусы продолжают требовать правды, мира, суда, свободы и новых выборов. Сегодняшний и вчерашний марши еще раз доказали, как много людей не согласны забыть и «перевернуть страницу», пока им вместо выполнения требований предлагают репрессии: ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://youtu.be/EUQF3Gei7dI","","","","","","","","","","",""
"","","","","","","","","\n\nВажно, чтобы наши требования были везде. Добавляете их на фото и видео со своих прогулок. Мы подготовили 10 картинок с требованиями, которые вы можете наложить в Сторис Instagram. Скачивайте их здесь: ","","","","","","","","","","","","",""
"","","","","","","","","","link","http://bitly.com/народтребует_inst","","","","","","","","","","",""
"","","","","","","","",".\n\nВместе до конца, любимые беларусы!  \n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#народтребуетправды","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#народтребуетмира","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","864","message","2020-09-21T04:10:42","Честные люди","9900014418","✊","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","","","","","","","bold","Новый солигорский герой — Олег Куделка","","","","","","","","","","",""
"","","","","","","","","✊\n\nЕщё один шахтёр отказался подниматься на поверхность до выполнения требований. Среди них — «прекращение беспредела силовиков, задержаний и избиений мирного населения страны», а также отставка гендиректора «Беларуськалия».\n\n— Олег попросил жене и наверху сообщить, что остается в шахте до выполнения требований. — рассказывает один из работников изданию ","","","","","","","","","","","","",""
"","","","","","","","","","link","tut.by","","","","","","","","","","",""
"","","","","","","","",". — Он просто собрался и пошел куда-то. Вроде, его уже поехали искать. Но в шахте можно искать сутки, двое, а можно и за час найти человека.\n\n📣 ","","","","","","","","","","","","",""
"","","","","","","","","","bold","СОЛИГОРСК, ПОДДЕРЖИТЕ ГЕРОЯ","","","","","","","","","","",""
"","","","","","","",""," 📣\nПриходите поддержать Олега! Возле проходной 4РУ уже начали собираться люди. Чем больше людей придёт, тем понятнее будет руководству, что мы не успокоимся до выполнения требований.\n\nКак сообщают сотрудники, к руднику уже приехала вся верхушка: начальник рудника, главный инженер, главный энергетик, инженер по тб.\n\nЗабастовка — лучший способ призвать власть к диалогу. Следим за развитием событий.\n\n✊ Репост — это солидарность.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#заводитевсюстрану","","","","","","","","","","",""
"","","","865","message","2020-09-21T04:10:43","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","866","message","2020-09-21T04:10:43","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","867","message","2020-09-21T04:10:43","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","868","message","2020-09-21T06:22:10","Честные люди","9900014418","❗️В Солигорске задержали ВСЕХ, кто пришёл поддержать шахтёра, который отказался подниматься на поверхность до выполнения требований.\n\n📣 Нужна огласка.\n\nЦитируем письмо стачкомов:\n— Ну, что ж... Захват был молниеносным. Народ даже глазом не успел моргнуть, как ОМОН из нескольких бусов налетел на группу мирных рабочих, которые вышли, чтобы поддержать своего коллегу. Всех упаковали, увезли в неизвестном направлении. ","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","","","","","","","bold","Прямо на территории рудоуправления","","","","","","","","","","",""
"","","","","","","","","! Что будет завтра? Дубинками будут гнать в забой? \n\nТаким образом, нам, рабочим, власти заявили открытым текстом: вам нельзя собираться ","","","","","","","","","","","","",""
"","","","","","","","","","bold","НИГДЕ!","","","","","","","","","","",""
"","","","","","","",""," Ни в городе, ни на пром.площадках. Только работать и не поднимать голову!\n\nТа ли эта власть, которая нам нужна? Её ли нам нужно кормить своим трудом?\n\n","","","","","","","","","","","","",""
"","","","","","","","","","bold","Все, что нам нужно — организация и солидарность. Хватит ждать доброго дядю, который все сделает за нас! Хочешь, чтобы было хорошо — сделай сам.\n\n","","","","","","","","","","",""
"","","","","","","","","","hashtag","#солидарность","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#БастуйБеларусь","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#заводитевсюстрану","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#НародТребует","","","","","","","","","","",""
"","","","869","message","2020-09-21T13:13:39","Честные люди","9900014418","Еще одна ","","","","2020-09-22T05:41:12","","","","","","","","",""
"","","","","","","","","","text_link","история","https://youtu.be/zYaFDhPKaGo","","","","","","","","","",""
"","","","","","","",""," из проекта ","","","","","","","","","","","","",""
"","","","","","","","","","text_link","Скорая Взаимопомощь","https://bit.ly/2Hhl1FQ","","","","","","","","","",""
"","","","","","","","","  ","","","","","","","","","","","","",""
"","","","","","","","","","link","help.honest-people.by","","","","","","","","","","",""
"","","","","","","",""," об обычном честном человеке – Илье Синкевиче. Мы очень хотим, чтобы, читая истории на сайте, вы видели за каждой из них Человека. Поэтому, уговорили его записать для нас видео-интервью. \n\nПожалуйста, посмотрите видео и посетите его страницу ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://bit.ly/3ceWNay","","","","","","","","","","",""
"","","","","","","",""," на сайте – на момент публикации Илья все еще в поисках работы. \n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычесныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#скорая_взаимопомощь","","","","","","","","","","",""
"","","","","","","","","\n\nUPD. Деньги для Ильи собраны! Вы всё ещё можете ему помочь предложением работы","","","","","","","","","","","","",""
"","","","870","message","2020-09-21T14:07:38","Честные люди","9900014418","ЧУ! Преподаватели Белорусского государственного медицинского университета на стороне студентов. После прошедших задержаний и репрессий они записали видеообращение к учащимся: ","","","","2020-09-21T16:56:57","","","","","","","","",""
"","","","","","","","","","link","https://youtu.be/kfEQrNPygjs","","","","","","","","","","",""
"","","","","","","",""," \n\n— Нас объединяет общая роль — помочь вам вступить в профессию, передать свои знания и опыт. Но самое главное — стать для вас достойным примером. Научить расставлять приоритеты. Показать, что значит быть профессионалом и быть Человеком. \n\n❗️ Напомним, 9 сентября в БГМУ задержали и отвезли на Окрестина семерых девушек после того, как студенты выстроились в цепь солидарности. \n❗️ Ещё один студент был задержан и доставлен в Жодино после участия в воскресном марше 13 сентября. \n\n✊ Задача проекта Честный университет — помочь студентам и преподавателям отстоять свои интересы. \n\nВступайте в чаты своего университета и подписывайтесь на соц. сети Честных людей, чтобы следить за проектом: \n👉 ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.instagram.com/honestpeople.by","","","","","","","","","","",""
"","","","","","","",""," \n👉 ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.facebook.com/honestpeople.by","","","","","","","","","","",""
"","","","","","","","","\n👉 Канал БГМУ — ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://t.me/ruparbdmu","","","","","","","","","","",""
"","","","","","","","","\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#честныйуниверситет","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ЧУ","","","","","","","","","","",""
"","","","871","message","2020-09-21T15:34:32","Честные люди","9900014418","*Честные люди продолжают искать волонтеров!\nВСЕ ПРОФЕССИИ ВАЖНЫ, ВСЕ ПРОФЕССИИ НУЖНЫ!\n\nНе важно, где вы проживаете: в деревне, городе или другой стране, продавец вы или программист, ветеринар или дизайнер, специалист или руководитель — ВЫ нужны нам!\nВАША помощь и участие - залог восстановления справедливости в нашей стране. \n\nУ нас есть очень много разных направлений и задач абсолютно в разных сферах деятельности. Многие люди по всей стране нуждаются в нашей помощи. \n\nДаже если сейчас вы не знаете, чем могли бы помочь, но понимаете, что оставаться в стороне нельзя - заполните форму: ","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","","","","","","","link","bit.ly/помочь_честным_людям","","","","","","","","","","",""
"","","","","","","","","\nВ ней укажите, чем вы занимаетесь и сколько времени готовы уделять волонтерству.\n\nВы можете предложить свой формат помощи - мы открыты любым инициативам. И первый шаг - распространить эту  информацию как можно шире. \n\nКаждый из нас - невероятный, и чем больше нас вместе - тем больше мы сможем сделать.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#честныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#хочу_помочь","","","","","","","","","","",""
"","","","872","message","2020-09-22T04:56:34","Честные люди","9900014418","Увольняют честного преподавателя Светлану Волчёк. Официально — за один день прогула, вероятно — из-за гражданской позиции. \nМы должны её поддержать!\n\n❗️","","","","2020-09-22T05:04:26","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","","","","","","","bold","ФАКУЛЬТЕТ РАДИОФИЗИКИ И КОМПЬЮТЕРНЫХ ТЕХНОЛОГИЙ\n","","","","","","","","","","",""
"","","","","","","","","Приходите сегодня в 15-20 на встречу с руководством факультета.\n👉 Приносите плакаты в поддержку Светланы. \n👉 Требуйте объяснения РЕАЛЬНОЙ причины увольнения.\n👉 Требуйте, чтобы деканат поддержал студентов.\n\n❗️","","","","","","","","","","","","",""
"","","","","","","","","","bold","ДРУГИЕ ФАКУЛЬТЕТЫ\n","","","","","","","","","","",""
"","","","","","","","","В 15-20 или на ближайшем перерыве проводим МАССОВЫЕ акции солидарности. \n👉 Собирайтесь во дворе своего факультета. \n👉 Проводите акции, рисуйте плакаты, выстраивайтесь в цепи.\n👉 Требуйте, чтобы деканат поддержал студентов.\n\nСветлана говорила, что «очень любит физику и своих студентов». Сейчас наш черёд за неё заступиться. Мы можем — значит мы должны.\n\n📣 ","","","","","","","","","","","","",""
"","","","","","","","","","bold","РЕПОСТ — ЭТО ТОЖЕ ПОДДЕРЖКА","","","","","","","","","","",""
"","","","","","","",""," 📣\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#честныйуниверситет","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ЧУ","","","","","","","","","","",""
"","","","","","","","","! ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#солидарность","","","","","","","","","","",""
"","","","873","message","2020-09-22T05:05:39","Честные люди","9900014418","⚡️","","","","","(File not included. Change data exporting settings to download.)","720","1280","","","","","",""
"","","","","","","","","","bold","ЧУ, БГУ!","","","","","","","","","","",""
"","","","","","","","","⚡️\nЗакидывайте в Сторис. До скорого!","","","","","","","","","","","","",""
"","","","874","message","2020-09-22T08:42:34","Честные люди","9900014418","Сложно представить, что чувствуют люди, вынужденные из-за угроз собственной безопасности оставить всё и покинуть родную страну. К сожалению, подобные истории происходят чаще и чаще. \n\nЕсли кто-то из ваших знакомых столкнулся с такой проблемой, беларуские активисты из Киева готовы их поддержать. Free Belarus Center создан для оказания гуманитарной поддержки — юридических и психологических консультаций. В ближайшее время Центр обещает запустить стипендиальную программу для беларуских журналистов и правозащитников, вынужденных покинуть страну, а также запустить образовательную программу для активистов.\n\nПишите на ","","","","2020-09-22T13:24:26","","","","","","","","",""
"","","","","","","","","","email","help@freebelarus.center","","","","","","","","","","",""
"","","","","","","","","  \n\nПодписывайтесь на паблики Центра:\n","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.facebook.com/FreeBelarusCenter","","","","","","","","","","",""
"","","","","","","","","\n","","","","","","","","","","","","",""
"","","","","","","","","","link","https://t.me/freebelaruscenter","","","","","","","","","","",""
"","","","","","","","","\n","","","","","","","","","","","","",""
"","","","","","","","","","link","https://www.youtube.com/channel/UCW8ypce0yR0qIHx525V8OkQ","","","","","","","","","","",""
"","","","","","","","","\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#помощь","","","","","","","","","","",""
"","","","875","message","2020-09-22T13:05:55","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","560","400","","","","","",""
"","","","876","message","2020-09-22T13:05:59","Честные люди","9900014418","Друзья! Мы хотим поблагодарить вас за всю ту поддержку, которую вы оказываете *Честным людям.\n⠀\n☀️Это ваши доверие, энергия, смелость, энтузиазм, добрые слова и финансовая помощь позволяют нам не сдаваться и продолжать работать над созданием справедливого гражданского общества.\n⠀\nМы развиваемся, создаем и продвигаем новые проекты, настолько масштабные, что сами порой поражаемся. Мы находим все новые способы вернуть страну в пространство демократии и главенства закона. Мы помогаем обычным людям, нам с вами, осознать себя хозяевами страны и добиваться реализации своих прав, действуя законно и цивилизованно.\n⠀\nВся команда работает на волонтерских началах, без зарплат и гонораров, отдавая работе в *Честных людях время отдыха и сна. \n\nМы подвергаемся давлению со стороны властей, наш сайт уже дважды блокировали. Некоторые наши активисты вынуждены скрываться, чтобы продолжать работу в проекте.\n⠀\nНаша «Скорая взаимопомощь» также работает на волонтерской основе. Мы не берем никакой платы за размещение заявок или услуги специалистов, не получаем никаких комиссий. Деньги поступают напрямую от дарителей тем людям, которым они хотят помочь.\n⠀\nИ у нас есть постоянные расходы - нужно платить за оборудование, услуги связи, хостинг, медиа-продвижение. Нам нужно поддерживать базовые потребности (проживание/питание) коллег, которым в целях безопасности пришлось выехать из Беларуси.\n⠀\n☀️Поэтому мы всегда благодарны финансовой помощи. Для этого на нашем сайте есть кнопка «Помочь рублем»: ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://honest-people.by/#donationBlock","","","","","","","","","","",""
"","","","","","","","","  Для нас важна любая сумма.\n\nСпасибо вам за помощь и поддержку! ❤️✊✌️\n⠀\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#хочу_помочь","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#скорая_взаимопомощь","","","","","","","","","","",""
"","","","877","message","2020-09-22T13:57:19","Честные люди","9900014418","🔥 ЧУ! БГУ сегодня\n✊ ФПМИ, Физфак, Мехмат, Юрфак, Биофак, Химфак, ФФСН, ИЖ, ФРиКТ — спасибо всем факультетам. Вы — сила!\n\n📣 Честный университет ищет контакты активистов всех вузов страны.\n\nМы поможем с анонсом акций, привлечём людей, свяжем со СМИ, если надо — защитим пострадавших и соберём деньги тем, кого выселят из общаг.\n\nХотим помогать и знакомиться, пишите: ","","","","","","720","720","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","46"
"","","","","","","","","","link","https://bit.ly/перекличка","","","","","","","","","","",""
"","","","","","","","",".\nФото — студенты БГУ.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ЧУ","","","","","","","","","","",""
"","","","","","","","","! ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#честныйуниверситет","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","878","message","2020-09-22T13:57:19","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","960","","","","","",""
"","","","879","message","2020-09-22T13:57:19","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","960","","","","","",""
"","","","880","message","2020-09-22T13:57:19","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","960","","","","","",""
"","","","881","message","2020-09-22T13:57:19","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","960","","","","","",""
"","","","882","message","2020-09-22T13:57:19","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","960","","","","","",""
"","","","883","message","2020-09-22T13:57:20","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","960","","","","","",""
"","","","884","message","2020-09-22T13:57:20","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","960","","","","","",""
"","","","885","message","2020-09-22T13:57:20","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","960","","","","","",""
"","","","886","message","2020-09-22T13:57:20","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","960","960","","","","","",""
"","","","887","message","2020-09-23T08:32:32","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","888","message","2020-09-23T08:32:36","Честные люди","9900014418","Сегодня важный день. Сегодня Александр Лукашенко официально сложил с себя полномочия президента. \n\nСделал он это не по собственному желанию, а благодаря активности беларусов до, во время и после выборов.\n\nС 10 августа до 23 сентября Лукашенко мог доказать свою победу: оспорить доказательства фальсификаций в суде, провести новые честные выборы или хотя бы попытаться наладить диалог с народом. Вместо этого он развязал настоящий террор против граждан и, в доказательство своей нелегитимности, тайно провел «инаугурацию». \n\nВ данный момент полномочия Лукашенко на посту главы государства прекращены. Звучит неопределенно, но это уже огромная победа всего белорусского народа. Дальше нам предстоит кропотливая работа по возвращению в страну законности и здравого смысла.  \n\nКак отпраздновать официальный уход гражданина А.Г. Лукашенко?\n\n❗️ Сегодня в 18:00 приходите в центр вашего города, чтобы проводить бывшего президента на пенсию.\n\n‼️ Сейчас важно единство. Сейчас очень важно держаться вместе и не поддаваться на провокации. Сейчас важно действовать сообща. Протестуйте мирно, празднуйте трезво и будьте аккуратны. Мы уже добились очень многого, и мы не собираемся останавливаться. \n\nДо встречи, честные люди!\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#народтребуетвыборы","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","889","message","2020-09-24T02:34:47","Честные люди","9900014418","С вчерашнего дня все государственные предприятия официально работают на нелегитимную власть. А их прибыль тратится в том числе на покупку дубинок, которыми потом избивают наших друзей и коллег.\n\n✊ Что делать? Бастуй!\n💥 Не можешь бастовать? Бастуй по техпроцессу! \n\n","","","","2020-09-24T07:06:07","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","","","","","","","bold","Базовые принципы такой забастовки мы собрали в листовку: https://bit.ly/3cxvto7","","","","","","","","","","",""
"","","","","","","","",".\n\nПечатайте, приносите на работу, показывайте коллегам, саботируйте рабочий процесс:\n\n📄 Собери документы, регламентирующие твою работу (контракт, должностную инструкцию, регламент работ);\n🔎 Изучи и выполняй лишь предписанный минимум;\n☑️ Требуй соблюдения всех правил и условий труда (спецодежду, лицензированное ПО, инструктажи и т.д.);\n💬 Привлекай коллег — им нужен твой пример!\n\nНужна помощь — заполняй безопасную форму ","","","","","","","","","","","","",""
"","","","","","","","","","link","https://bit.ly/3gjl7IZ","","","","","","","","","","",""
"","","","","","","","","\nМы свяжемся и подробно расскажем, что предпринять в сложившихся обстоятельствах.\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","","","  ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#БастуйБеларусь","","","","","","","","","","",""
"","","","","","","","","  ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#заводитевсюстрану","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#НародТребует","","","","","","","","","","",""
"","","","890","message","2020-09-24T02:34:47","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1280","1280","","","","","",""
"","","","891","message","2020-09-24T02:35:01","Честные люди","9900014418","","","","","","","840","1190","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","","image/png",""
"","","","892","message","2020-09-24T04:07:09","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","893","message","2020-09-24T04:07:10","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","894","message","2020-09-24T04:07:10","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","895","message","2020-09-24T04:07:10","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","1080","1080","","","","","",""
"","","","896","message","2020-09-24T04:07:17","Честные люди","9900014418","Студенты! Собрали основные универовские акции на сегодня.\nЗакидывайте в Cторис, пересылайте в чаты, жгите!\n\n❗️","","","","2020-09-24T05:40:52","","","","","","","","",""
"","","","","","","","","","bold","БГЭУ","","","","","","","","","","",""
"","","","","","","","","❗️\n","","","","","","","","","","","","",""
"","","","","","","","","","bold","Большой марш студентов.\n","","","","","","","","","","",""
"","","","","","","","","24.09","","","","","","","","","","","","",""
"","","","","","","","","","bold",", ","","","","","","","","","","",""
"","","","","","","","","12:40. Около спорткомплекса.\n\nЭтот день мы ознаменуем","","","","","","","","","","","","",""
"","","","","","","","","","bold"," БОЛЬШИМ МАРШЕМ БГЭУ","","","","","","","","","","",""
"","","","","","","",""," в знак непризнания самовольной коронации, а также в знак уважения к людям, которые вышли сегодня на улицы.\n\n❗️","","","","","","","","","","","","",""
"","","","","","","","","","bold","БДУКМ","","","","","","","","","","",""
"","","","","","","","","❗️\n","","","","","","","","","","","","",""
"","","","","","","","","","bold","Акцыя супраць гвалту.\n","","","","","","","","","","",""
"","","","","","","","","24.09, 12.30. Каля галоўнага корпуса.\n\nПадрыхтуйце плакаты ці проста лозунгі на паперы А4 супраць гвалту, зверстваў улады і беззаконня. Усе адкажуць за свае ўчынкі — пра гэта таксама трэба нагадаць.\nНа пары прыходзiм ў чорных масках, робім маўклівыя акцыі — не адказваем выкладчыкам, не размаўляем з адміністрацыяй.\n\n❗️","","","","","","","","","","","","",""
"","","","","","","","","","bold","БГУ","","","","","","","","","","",""
"","","","","","","","","❗️\n","","","","","","","","","","","","",""
"","","","","","","","","","bold","Молчаливая акция протеста.\n","","","","","","","","","","",""
"","","","","","","","","24.09, 12.30. Ступеньки журфака.\n\nСобираемся на ступеньках журфака. Молча (заклеив рот скотчем) стоим на крыльце и аплодируем всем, кто борется за нашу с вами свободу!\n\n","","","","","","","","","","","","",""
"","","","","","","","","","bold","Акция солидарности.\n","","","","","","","","","","",""
"","","","","","","","","24.09, 13.00. Истфак, у бюста Пичеты\n\nПроводите акции, рисуйте плакаты по мотивам вчерашних событий, выстраивайтесь в цепи.\n\n❗️","","","","","","","","","","","","",""
"","","","","","","","","","bold","МГЛУ","","","","","","","","","","",""
"","","","","","","","","❗️\n","","","","","","","","","","","","",""
"","","","","","","","","","bold","Акция солидарности с бастующими.\n","","","","","","","","","","",""
"","","","","","","","","24.09, 12:00. Фойе корпуса.\n\nОбъявляем забастовку! Вместо пар приходим в фойе корпуса. Приносим книги, шашки, шахматы, нарды. На перерыве идём петь любимые песни на улицу. \nСегодня 14 государств не признало бывшего президента. Давайте скажем спасибо на их языках: немецкий, литовский, латышский, словацкий, словенский, чешский, эстонский, датский, польский, английский, украинский, нидерландский.\nК акции приглашаются преподаватели и выпускники вуза.\n \n❗️","","","","","","","","","","","","",""
"","","","","","","","","","bold","БГУИР","","","","","","","","","","",""
"","","","","","","","","❗️\n","","","","","","","","","","","","",""
"","","","","","","","","","bold","Сидячий протест!\n","","","","","","","","","","",""
"","","","","","","","","24.09, 15.20. Холл вашего корпуса.\n\nСобирайтесь в холлах корпусов, садитесь на пол и занимайтесь миролюбивыми делами. Рисуем, поём под гитару, играем в шахматы, вяжем, делаем лабы — пусть любое занятие станет протестным!\nОсновной сбор — холл 4-го корпуса.\n\n🔥 ","","","","","","","","","","","","",""
"","","","","","","","","","bold","WE'RE GONNA DO THIS ","","","","","","","","","","",""
"","","","","","","","","🔥\n\nПроводите или хотите провести акцию в своём универе? \nЗаполните безопасную форму, и мы с вами свяжемся: ","","","","","","","","","","","","",""
"","","","","","","","","","text_link","https://bit.ly/перекличка","https://bit.ly/%D0%BF%D0%B5%D1%80%D0%B5%D0%BA%D0%BB%D0%B8%D1%87%D0%BA%D0%B0","","","","","","","","","",""
"","","","","","","","",".\n\n","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#мычестныелюди","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#честныйуниверситет","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#ЧУ","","","","","","","","","","",""
"","","","","","","","","! ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#солидарность","","","","","","","","","","",""
"","","","897","message","2020-09-24T04:21:56","Честные люди","9900014418","ЧУ! Универы!\nЗабираем в Сторис. Должны знать все.\n\n","","","","","(File not included. Change data exporting settings to download.)","720","1280","","","","","",""
"","","","","","","","","","hashtag","#ЧУ","","","","","","","","","","",""
"","","","","","","","","! ","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#честныйуниверситет","","","","","","","","","","",""
"","","","898","message","2020-09-24T04:21:56","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","720","1280","","","","","",""
"","","","899","message","2020-09-24T04:21:56","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","720","1280","","","","","",""
"","","","900","message","2020-09-24T04:21:56","Честные люди","9900014418","","","","","","(File not included. Change data exporting settings to download.)","720","1280","","","","","",""
