"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__edited","messages__text__href","messages__forwarded_from","messages__photo","messages__width","messages__height","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__reply_to_message_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds"
"","","","","","","","","","bold","Пяскова затрымалі прама ў зале суда.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","16 верасня пачаўся разгляд крымінальнай справы ў дачыненні да ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Паўла Пяскова і Уладзіслава Еўсцягнеева","","","","","","","","","","","","","","","",""
"","","","","","","","",", удзельнікаў акцыі салідарнасці 19 чэрвеня, на якой маладзечанцы адбілі ў сілавікоў затрыманага. Кадры патасоўкі каля міліцэйскага мікрааўтобуса выклікалі вялікі рэзананс, бо адным з відэа бачна, што ў нейкі момант у руках аднаго з АМАПаўцаў апынуўся пісталет. Рэпартаж з першага дня ў судзе можна паглядзець тут:👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/GfG3CPI","","","","","","","","","","","","","","","",""
"","","","2531","message","2020-09-18T12:12:50","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","Amnesty International прызнала праваабаронцу Марфу Рабкову і затрыманых сябраў Каардынацыйнай рады вязнямі сумлення. \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Міжнародная праваабарончая арганізацыя Amnesty International выступіла з заявай, што беларускія ўлады павінны неадкладна і безумоўна вызваліць праваабаронцу Марфу Рабкову і ўсіх затрыманых у якасці падазраваных у крымінальных злачынствах па ілжывых абвінавачваннях і выключна за ажыццяўленне сваіх правоў чалавека. \nЯны таксама павінны неадкладна спыніць практыку адвольных арыштаў і незаконнага пазбаўлення волі і ўтрымання затрыманых гадзінамі і нават днямі без сувязі - практыка, якую ўлады шырока выкарыстоўваюць супраць сваіх апанентаў у апошнія тыдні.\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Amnesty International ","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","лічыць","","https://spring96.org/be/news/99590","","","","","","","","","","","","","",""
"","","","","","","","","","bold",", што Марфа Рабкова стала ахвярай пераследу выключна за сваю працу па абароне правоў чалавека і з'яўляецца вязнем сумлення.\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Таксама Amnesty International ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","прызнала вязнямі сумлення ўсіх затрыманых сябраў Каардынацыйнай рады і іх паплечнікаў","","","","","","","","","","","","","","","",""
"","","","","","","","",". І ўлады Беларусі павінны неадкладна і безумоўна адпусціць іх на волю:👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/4fG5zRt","","","","","","","","","","","","","","","",""
"","","","2532","message","2020-09-18T13:10:12","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","У Гомелі затрымалі харэографа Настассю Ембулаеву, якая штодня выходзіла на адзіночны пратэст.","","","Наша Нiва","(File not included. Change data exporting settings to download.)","740","450","","","","","","","","","",""
"","","","","","","",""," 20-гадовая гамяльчанка кожны вечар выходзіла на адзіночны пікет каля гомельскага цырка. Яна не выкрыквала там лозунгаў, не размахвала сцягамі, не хадзіла з плакатамі — проста сядзела з паднятай угору «вікторыяй».","","","","","","","","","","","","","","","","","",""
"","","","2533","message","2020-09-19T09:09:10","Вясна / Правы чалавека ў Беларусі","9636739710","❗️Каардынатарку Валанцёрскай службы ""Вясны""","","","2020-09-19T10:33:29","","","","","","","","","","","","","","",""
"","","","","","","","","","bold"," Марфу Рабкову","","","","","","","","","","","","","","","",""
"","","","","","","","",", якая знаходзіцца ў статусе падазраванай па ч. 3 арт. 293 Крымінальнага кодэкса, ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","перавялі ў СІЗА №1","","","","","","","","","","","","","","","",""
"","","","","","","",""," на вуліцы Валадарскага ў Мінску. \nПра гэта паведаміў яе муж Вадзім Жаромскі.\n▶️ \n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://spring96.org/be/news/99599","","","","","","","","","","","","","","","",""
"","","","2534","message","2020-09-19T09:57:46","Вясна / Правы чалавека ў Беларусі","9636739710","Так выглядели массовые задержания у ТЦ «Айсберг» в ","","","","","TUT.BY новости","","640","360","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","146"
"","","","","","","","","","bold","Минске","","","","","","","","","","","","","","","",""
"","","","","","","","",": некоторых задержанных несут на руках.","","","","","","","","","","","","","","","","","",""
"","","","2535","message","2020-09-19T10:09:51","Вясна / Правы чалавека ў Беларусі","9636739710","Калі вашых блізкіх затрымалі, паведамляйце нам на ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@ViasnaSOS","","","","","","","","","","","","","","","",""
"","","","","","","","",", ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@SOSviasna","","","","","","","","","","","","","","","",""
"","","","","","","",""," ці праз тэлеграм-бота ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@viasna_bot","","","","","","","","","","","","","","","",""
"","","","","","","",""," (у дадатковай інфармацыі пазначайце, калі ласка, дату затрымання, калі гэта адбылося НЕ сёння)","","","","","","","","","","","","","","","","","",""
"","","","2536","message","2020-09-19T10:19:52","Вясна / Правы чалавека ў Беларусі","9636739710","Задержания в Минске. \n\nФото: Дарья Бурякина, ","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","",""
"","","","","","","","","","link","TUT.BY","","","","","","","","","","","","","","","",""
"","","","2537","message","2020-09-19T10:19:52","Вясна / Правы чалавека ў Беларусі","9636739710","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","",""
"","","","2538","message","2020-09-19T10:19:52","Вясна / Правы чалавека ў Беларусі","9636739710","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","",""
"","","","2539","message","2020-09-19T10:19:53","Вясна / Правы чалавека ў Беларусі","9636739710","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","",""
"","","","2540","message","2020-09-19T10:19:53","Вясна / Правы чалавека ў Беларусі","9636739710","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","",""
"","","","2541","message","2020-09-19T10:19:53","Вясна / Правы чалавека ў Беларусі","9636739710","","","","","","TUT.BY новости","(File not included. Change data exporting settings to download.)","1200","799","","","","","","","","","",""
"","","","2542","message","2020-09-19T10:56:30","Вясна / Правы чалавека ў Беларусі","9636739710","❗️","","","2020-09-19T10:56:38","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","СПІС ЗАТРЫМАНЫХ НА ЖАНОЧЫМ МАРШЫ 19 ВЕРАСНЯ\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Па стане на 18.00 у ім ужо ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","болей за 140 прозвішчаў","","","","","","","","","","","","","","","",""
"","","","","","","","",". Інфармацыя дапаўняецца тут (калі спасылка не адчыняецца, карыстайцеся vpn)👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/yfH49mZ","","","","","","","","","","","","","","","",""
"","","","2543","message","2020-09-19T13:37:01","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","Затрыманы музыка Аляксандр Памідораў\n\n","","","Наша Нiва","","","","","","","","","","","","",""
"","","","","","","","","Гэта адбылося ў Мінску ўвечары 19 верасня — пасля дваровага свята ў Шабанах, на якое таксама прыходзілі жыхары Ангарскай. Людзі бачылі, як Памідорава вялі ў аўтазак.\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@radiosvaboda","","","","","","","","","","","","","","","",""
"","","","2544","message","2020-09-20T07:35:24","Вясна / Правы чалавека ў Беларусі","9636739710","❗️","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","На Маршы справядлівасці ў Мінску пачаліся кропкавыя затрыманні. \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Таму нагадваем, што калі вашых блізкіх затрымалі, паведамляйце нам на ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@ViasnaSOS","","","","","","","","","","","","","","","",""
"","","","","","","","",", ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@SOSviasna","","","","","","","","","","","","","","","",""
"","","","","","","",""," ці праз тэлеграм-бота ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@viasna_bot","","","","","","","","","","","","","","","",""
"","","","","","","",""," (у дадатковай інфармацыі пазначайце, калі ласка, дату затрымання, калі гэта адбылося НЕ сёння).","","","","","","","","","","","","","","","","","",""
"","","","2545","message","2020-09-20T07:45:24","Вясна / Правы чалавека ў Беларусі","9636739710","Так выглядят задержания в центре ","","","","","TUT.BY новости","","1280","720","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23"
"","","","","","","","","","bold","Минска","","","","","","","","","","","","","","","",""
"","","","","","","",""," — рядом с Немигой и у ТЦ Galleria Minsk.","","","","","","","","","","","","","","","","","",""
"","","","2546","message","2020-09-20T07:45:24","Вясна / Правы чалавека ў Беларусі","9636739710","","","","","","TUT.BY новости","","1280","720","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","38"
"","","","2547","message","2020-09-20T07:51:21","Вясна / Правы чалавека ў Беларусі","9636739710","У Магілёве АМАП затрымаў журналістаў ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Аліну Скрабунову і Аляксандра Сідарэўскага","","","","","","","","","","","","","","","",""
"","","","","","","","",", паведамляе ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@bajby","","","","","","","","","","","","","","","",""
"","","","","","","","",".","","","","","","","","","","","","","","","","","",""
"","","","2548","message","2020-09-20T08:36:03","Вясна / Правы чалавека ў Беларусі","9636739710","❗️","","","2020-09-20T08:56:19","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Спіс затрыманых на акцыях пратэсту 20 верасня.\n\nМІНСК:\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Аляксеенка Грыгорый - адпусцілі\nБлінаў Усевалад\nЗаглубоцкі Аляксандр\nЗалескі Андрэй\nКанцэвіч Іван \nЛабанава Надзея\nМаісееў Алег (давераная асоба Святланы Ціханоўскай)\nМільто Аляксей\nПаляшчук Уладзіслаў\nПанявежскі Сяргей\nПапковіч Алесь\nСтрэчін Станіслаў\nЦаўлоўскі Кастусь\nЧхяідзэ Сафіко\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","ІНШЫЯ ГАРАДЫ:\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Вераніка (цяжарная жанчына, Гродна) -адпусцілі\nСідарэўскі Аляксандр (журналіст, Магілёў) - Ленінскі РАУС.\nСколышаў Уладзімір (Гродна)\nСкрабунова Аліна (журналістка, Магілёў) - Ленінскі РАУС.\nСмалянчук Алесь (Гродна)\nШчур Яўген (Магілёў)\nУладзіслаў (Магілёў)\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Будзе далей абнаўляцца па спасылцы (калі не адчыняецца, выкарыстоўвайце vpn):","","","","","","","","","","","","","","","",""
"","","","","","","","","👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://spring96.org/be/news/99604","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\n❗️","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","italic","Калі вашых блізкіх затрымалі, паведамляйце нам на @ViasnaSOS, @SOSviasna ці праз тэлеграм-бота @viasna_bot (у дадатковай інфармацыі пазначайце, калі ласка, дату затрымання, калі гэта адбылося НЕ сёння).","","","","","","","","","","","","","","","",""
"","","","2549","message","2020-09-20T09:17:34","Вясна / Правы чалавека ў Беларусі","9636739710","❗️В Бресте ОМОН начал жёсткие задержания, против мирных протестующих применяют газ!","","","","","NEXTA Live","","720","1280","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","33"
"","","","2550","message","2020-09-20T10:00:32","Вясна / Правы чалавека ў Беларусі","9636739710","❗️У нашым ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","спісе затрыманы","","","","","","","","","","","","","","","",""
"","","","","","","","","х па краіне за сённяшні дзень ужо ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","болей за 40 прозвішчаў","","","","","","","","","","","","","","","",""
"","","","","","","","",". Ён працягвае абнаўляцца.\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Спіс на беларускай:","","","","","","","","","","","","","","","",""
"","","","","","","","","👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://spring96.org/be/news/99604","","","","","","","","","","","","","","","",""
"","","","","","","","","\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Спіс на рускай:","","","","","","","","","","","","","","","",""
"","","","","","","","","👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://spring96.org/ru/news/99605","","","","","","","","","","","","","","","",""
"","","","","","","","","\n(Калі спасылкі не адчыняюцца, выкарыстоўвайце vpn).\n\n❗️","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","italic","У выпадку затрымання вашых блізкіх, паведамляйце нам на @ViasnaSOS, @SOSviasna ці праз тэлеграм-бота @viasna_bot (у дадатковай інфармацыі пазначайце, калі ласка, дату затрымання, калі гэта адбылося НЕ сёння).\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","👉Кантакты рэгіянальных праваабонцаў ""Вясны""","","https://spring96.org/ru/news/83141","","","","","","","","","","","","","",""
"","","","2551","message","2020-09-20T12:47:06","Вясна / Правы чалавека ў Беларусі","9636739710","Вядомы ўжо больш за 110 прозвішчаў затрыманых сёння па Беларусі.","","","","","","","","","","","","","2550","","","","",""
"","","","2552","message","2020-09-21T05:04:01","Вясна / Правы чалавека ў Беларусі","9636739710","Сябраў стачкама ""Беларуськалія"", якія прыйшлі падтрымаць шахцёра ","","","","","Euroradio","(File not included. Change data exporting settings to download.)","1280","720","","","","","","","","","",""
"","","","","","","","","","bold","Алега Кудзёлку","","","","","","","","","","","","","","","",""
"","","","","","","","",", затрымліваюць.\n\nСамога Алега дасталі з-пад зямлі і на ""хуткай"" звезлі з тэрыторыі 4-га рудаўпраўлення, на якім ён працуе.","","","","","","","","","","","","","","","","","",""
"","","","2553","message","2020-09-21T05:06:27","Вясна / Правы чалавека ў Беларусі","9636739710","""Вясна"" сабрала прозвішчы ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","270 чалавек,","","","","","","","","","","","","","","","",""
"","","","","","","",""," якія былі затрыманы ўчора па ўсёй краіне. Спіс можна паглядзець тут:👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/3fKEHyb","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\nТаксама па традыцыі абнаўляем ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","вынікі судоў па адміністрацыйных справах","","","","","","","","","","","","","","","",""
"","","","","","","",""," супраць удзельніках мірных акцый. Вынікі за 21 верасня публікуем тут:👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/GfKEVjP","","","","","","","","","","","","","","","",""
"","","","2554","message","2020-09-21T08:22:41","Вясна / Правы чалавека ў Беларусі","9636739710","Музыка ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Аляксандр Памідораў","","","","","","","","","","","","","","","",""
"","","","","","","",""," атрымаў ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","8 сутак арышту","","","","","","","","","","","","","","","",""
"","","","","","","",""," нібыта за ўдзел у несанкцыянаваным масавым мерапрыемстве. \nПамідорава затрымалі ў суботу пасля дваровага канцэрту.","","","","","","","","","","","","","","","","","",""
"","","","2555","message","2020-09-21T08:27:50","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","""Паглядзеўшы пашпарт, біць мяне сталі менш"". Сведчаць пацярпелыя\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Менчука ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Пятра Кірыка","","","","","","","","","","","","","","","",""
"","","","","","","",""," затрымалі 12 жніўня, каля 23.15, калі ён выходзіў з сябрам з аўтобуса (паміж станцыямі метро Малінаўка і Пятроўшчына). Хлопцу было 16 гадоў (цяпер яму споўнілася 17), аднак гэта не спыніла АМАП ва ўжыванні да яго сілы.\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","italic","""Да нас падышлі два чалавекі ў масках — у цывільным. Сказалі падысці да іх. Я зрабіў крок у іх бок — і мяне схапілі за руку. Спалохаўшыся, я выхапіў сваю руку і прабег некалькі дзясяткаў метраў. Але ён сказаў: ""Стой, страляць буду!"". Я спыніўся. Ён падбег, заламаў мне рукі за спіну і павёў у бок сіняга мікраўтбуса, які стаяў у двары. Мяне нагнулі на калені і зрабілі некалькі ўдараў дубінкай. Кінулі на зямлю. Я сядзеў на зямлі, мяне некалькі разоў ударылі дубінкай па многіх частках цела: спіна, ногі і бёдры. Затым паставілі тварам да борціка мікрааўтобуса і дагледзелі. Дасталі мабільны тэлефон і запатрабавалі пароль. Я сказаў, што забыўся. Пасля гэтага прыляцеў ўдар дубінкай па руцэ"".\n\n""Прылятала, што мы жывёлы, жывёліны, майданутыя... Мне і майму сябру пасвяцілі ў твар ліхтарыкам і сказалі, што мы наркаманы і сядзем надоўга. Сказаў, што зрэнкі шырокія, потым сказаў, што вузкія-маўляў, ты наркаман. Білі ў мікрааўтобусе па ягадзіцах, па нагах, па спіне дубінкай"".\n","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Чытаць цалкам","","","","","","","","","","","","","","","",""
"","","","","","","","","👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/ofK2nXq","","","","","","","","","","","","","","","",""
"","","","2556","message","2020-09-21T08:58:20","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","Ці засталіся ў беларусаў хоць нейкія правы і як іх абараніць?\n\n","","","Euroradio","","","","","","","","","","","","",""
"","","","","","","","","Паводле падлікаў праваабаронцаў, за час пратэстаў колькасць затрыманых перавысіла 12 тысяч чалавек. У найноўшай гісторыі Беларусі такога ўзроўню рэпрэсій не было. Гэта стала выклікам не толькі для грамадзянскай супольнасці краіны, але і для айчынных правабаронцаў.\n\nПра што сведчыць такая колькасць затрыманых і такі ўзровень рэпрэсій супраць нязгодных з дзеяннямі ўлады? Ці засталіся ў беларусаў хоць нейкія правы і ці ёсць магчымасць іх абараніць?\n\nНа гэтыя ды іншыя пытанні ў жывым эфіры ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@euroradio","","","","","","","","","","","","","","","",""
"","","","","","","",""," адказвае кіраўнік пазбаўленага рэгістрацыі праваабарончага цэнтра “Вясна” ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Алесь Бяляцкі","","","","","","","","","","","","","","","",""
"","","","","","","","",".\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://youtu.be/hlVzDnwVDQQ","","","","","","","","","","","","","","","",""
"","","","2557","message","2020-09-21T10:13:52","Вясна / Правы чалавека ў Беларусі","9636739710","Сёння ў Мінску затрымалі актывіста “Руху За Свабоду” ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Сяргея Карбановіча","","","","","","","","","","","","","","","",""
"","","","","","","","",". Ён паспеў паведаміць калегам, што “забралі на Нямізе”. \nКарбановіча пасадзілі ў аўтамабіль, але не сказалі за што забралі і куды павезлі.","","","","","","","","","","","","","","","","","",""
"","","","2558","message","2020-09-21T10:53:19","Вясна / Правы чалавека ў Беларусі","9636739710","⚡️","","","","","","(File not included. Change data exporting settings to download.)","1280","853","","","","","","","","","",""
"","","","","","","","","","bold","Затрыманая ў межах крымінальнай справы па ч. 3 арт. 293 КК РБ праваабаронца ""Вясны"" Марфа Рабкова прызнаная палітычнай зняволенай. \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Праваабарончая супольнасць Беларусі патрабуе:\n\n✔️Неадкладна вызваліць з-пад варты праваабаронцу ПЦ “Вясна” Марфу Рабкову і спыніць крымінальны пераслед у дачыненні да яе;\n✔️Спыніць усялякія спробы ціску і пераследу ў дачыненні да сябраў ПЦ “Вясна” і ўсіх беларускіх праваабаронцаў;\n✔️Неўхільна выконваць свае міжнароныя абавязальніцтвы па забеспячэнню гарантый ажыцяўлення праваабарончай дзейнасці ў краіне.\n👉👉👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/2fLaPCq","","","","","","","","","","","","","","","",""
"","","","2559","message","2020-09-21T12:56:43","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","""Хутка іх усіх закрыем, проста час не прыйшоў"". Валанцёр ""Вясны"" – пра тое, як стаў фігурантам справы ""аб масавых беспарадках""\n\nПаўла Гарбуза","","","","(File not included. Change data exporting settings to download.)","800","518","","","","","","","","","",""
"","","","","","","",""," затрымалі 31 жніўня па падазрэнню ва ўдзеле ў масавых беспарадкаў 9-11 жніўня ў Мінску. У межах крымінальнай справы па частцы 2 артыкула 293 КК яго пратрымалі пад вартай 10 сутак: адразу – у ІЧУ на Акрэсціна, а потым – у СІЗА №1 на Валадарскага. Паўла адпусцілі пад абавязацельства аб яўцы ў статусе падазраванага па ч. 2 арт. 293 КК. \n\nЁн распавёў, чаму ім зацікавіліся праваахоўнікі, якое дачыненне гэта мае да ""Вясны"", і з якімі цяжкасцямі за час яго ўтрымання пад вартай сутыкнулася яго сям'я ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","(калі спасылка не адчыняецца, выкарыстоўвайце vpn)","","","","","","","","","","","","","","","",""
"","","","","","","","","👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/PfLWGOw","","","","","","","","","","","","","","","",""
"","","","2560","message","2020-09-22T03:51:39","Вясна / Правы чалавека ў Беларусі","9636739710","😷 ","","","2020-09-22T03:52:02","","","(File not included. Change data exporting settings to download.)","960","731","","","","","","","","","",""
"","","","","","","","","","bold","Каранавірус і бяздомныя людзі ў Беларусі:","","","","","","","","","","","","","","","",""
"","","","","","","",""," дзе і як яны могуць атрымаць сродкі індывідуальнай абароны і знаходзіцца на каранціне❓\n\nЮрыст ""Вясны"" ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Павел Сапелка","","","","","","","","","","","","","","","",""
"","","","","","","",""," прааналізаваў становішча бяздомных людзей ва ўмовах пандэміі. ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Высновы і факты тут ","","","","","","","","","","","","","","","",""
"","","","","","","","","— ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","bit.ly/361mDxV","","","","","","","","","","","","","","","",""
"","","","","","","","","\n\nУ канцы красавіка ва ўладаў паўстала разуменне неабходнасці прыняцця мераў па абмежаванні перамяшчэння па горадзе бяздомных. Аднак пэўных і эфектыўных дзеянняў па тыпу засялення максімальнай колькасці бяздомных на ўмовах пансіёну, з прадастаўленнем жылля і рэгулярнага гарачага харчавання прадпрынята не было. ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","hashtag","#COVID19","","","","","","","","","","","","","","","",""
"","","","2561","message","2020-09-22T05:21:50","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","Суд пакінуў пад вартай каардынатарку “Вясны” Марфу Рабкову","","","","","","","","","","","","","","","",""
"","","","","","","","","😡\n\nУ судзе Партызанскага раёна Мінска 22 верасня разглядалася скарга каардынатаркі Валанцёрскай службы “Вясны” ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Марфы Рабковай","","","","","","","","","","","","","","","",""
"","","","","","","","","  на прымяненне меры стрымання ў выглядзе заключэння пад варту.\n\nСудовае пасяджэнне па скарзе праходзіла ў закрытым рэжыме.\n\nСуддзя ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Міхаіл Хома","","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link"," адмовіў у задавальненні скаргі","","https://spring96.org/be/news/99637","","","","","","","","","","","","","",""
"","","","","","","","",", мера стрымання пакінутая ранейшай - утрыманне пад вартай.","","","","","","","","","","","","","","","","","",""
"","","","2562","message","2020-09-22T07:14:28","Вясна / Правы чалавека ў Беларусі","9636739710","‼️ На акцыі ля БДТУ пачаліся затрыманні студэнтаў. \n\nВідэа: ","","","","","Белсат","","720","1280","","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","59"
"","","","","","","","","","mention","@studentyBY","","","","","","","","","","","","","","","",""
"","","","2563","message","2020-09-22T07:55:56","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","АМАП і невядомыя ў цывільным затрымалі сына палітзняволенай Таццяны Канеўскай Аляксандра, ","2020-09-22T07:56:02","","","","","","","","","","","","","","",""
"","","","","","","","","","text_link","піша","","https://spring96.org/be/news/99642","","","","","","","","","","","","","",""
"","","","","","","",""," ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","mention","@radiosvaboda","","","","","","","","","","","","","","","",""
"","","","","","","","",".\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","italic","«Мы з сынам ехалі ўдваіх на працу. Каля прадпрыемства дарогу нам перагарадзіў чырвоны мікрааўтобус. Адтуль выскачылі супрацоўнікі АМАП і затрымалі Сашу. З імі быў супрацоўнік у цывільным. За што, не тлумачылі, толькі сказалі: «Падазраецца ў злачынстве»,","","","","","","","","","","","","","","","",""
"","","","","","","",""," — расказаў Мікалай Канеўскі, бацька Аляксандра і муж Таццяны. Цяпер Аляксандар Канеўскі на ІЧУ.\n\nСаму Таццяну Канеўскую арыштавалі перад выбарамі ў адміністрацыйнай справе, а потым абвінавацілі ў арганізацыі масавых беспарадкаў. Таццяна была даверанай асобай Святланы Ціханоўскай.","","","","","","","","","","","","","","","","","",""
"","","","2564","message","2020-09-22T08:54:12","Вясна / Правы чалавека ў Беларусі","9636739710","‼️","","","","","Радыё Свабода — Беларусь","(File not included. Change data exporting settings to download.)","1200","900","","","","","","","","","",""
"","","","","","","","","","bold","Вакалісту Gods Tower прысудзілі 8 дзён арышту\n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","Такі вырак агучыла судзьдзя Хвойніцкая, паведаміў Свабодзе Алесь Таболіч, вакаліст гурту Znich.\n\nУладзіслава Наважылава (вядомага пад мянушкай Lesley Knife) затрымалі 19 верасьня пасьля канцэрту на менскай вуліцы Ангарскай разам з Аляксандрам Памідоравым. Учора Памідораву прысудзілі тыя ж 8 дзён арышту — за «несанкцыянаваную акцыю» (арт.23.35 КаАП РБ).\n\nЯны зладзілі выступ у межах папулярных дваровых канцэртаў. У нейкі момант прыехалі аўтобусы без апазнавальных знакаў, паводле сьведак, высадзіўся дэсант з паўсотні чалавек у цывільным і невядомых у форме без апазнавальных знакаў. Музыкаў затрымалі","","","","","","","","","","","","","","","","","",""
"","","","2565","message","2020-09-22T09:12:34","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","❗️Судовы пераслед удзельнікаў акцый пратэсу працягваецца 22 верасня. \n\n","","","","","","","","","","","","","","","",""
"","","","","","","","","""Вясна"" традыцыйна публікуе ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","вынікі разглядаў","","","","","","","","","","","","","","","",""
