"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__forwarded_from","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__photo","messages__edited","messages__reply_to_message_id","messages__text__href","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","7843","message","2020-08-14T06:32:25","NEXTA Live","10003210496","","","","","","","1055","516","Тысячи айтишников вышли на МКАД, чтобы протестовать против насилия!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","7844","message","2020-08-14T06:33:02","NEXTA Live","10003210496","TUT.BY новости","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","64","640","360","Такая колонна солидарности идет в центр Минска.","","","","","","","","","","","","","","","",""
"","","","7845","message","2020-08-14T06:35:17","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","720","1280","Только посмотрите, что сейчас происходит у ПВТ!","","","","","","","","","","","","","","","",""
"","","","7846","message","2020-08-14T06:36:47","NEXTA Live","10003210496","","","","","","","1280","720","Авиазавод в Барановичах бастует!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","7847","message","2020-08-14T06:45:35","NEXTA Live","10003210496","","","","","","","960","1280","На ул. Купревича в Минске люди вынесли огромный БЧБ флаг! Очень красиво!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","7848","message","2020-08-14T06:47:38","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","33","854","480","Строители подняли наш флаг на Новой Боровой!⚪️🔴⚪️","","","","","","","","","","","","","","","",""
"","","","7849","message","2020-08-14T06:48:51","NEXTA Live","10003210496","","","","","","","1280","960","В Могилёве на забастовку вышло очень много медиков.","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","7850","message","2020-08-14T06:50:41","NEXTA Live","10003210496","","","","","","","1280","916","Белорусские медики написали открытое письмо властям. \n\nМолодцы!","","","(File not included. Change data exporting settings to download.)","","","","","","","","","","","","",""
"","","","7851","message","2020-08-14T06:51:51","NEXTA Live","10003210496","","","","","","","","","Работники Волковысского ОАО БЕЛЛАКТ идут на встречу с администрацией города. Шествие начинается в 16.00.","","","","","","","","","","","","","","","",""
"","","","7852","message","2020-08-14T06:52:06","NEXTA Live","10003210496","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","10","720","1280","Цепь солидарности около ст.м. Могилёвской в Минске","","","","","","","","","","","","","","","",""
"","","","7853","message","2020-08-14T06:52:10","NEXTA Live","10003210496","","","","","","","","","Берёза: 250 девушек и женщин идут по улице Ленина от почты до красных казарм, парни и мужчины раздают цветы конфеты и шарики, подносят воду.","","","","","","","","","","","","","","","",""
