"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__photo","messages__width","messages__height","messages__text","messages__text__type","messages__text__text","messages__edited","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds","messages__text__href","messages__reply_to_message_id","messages__forwarded_from","messages__poll__question","messages__poll__closed","messages__poll__total_voters","messages__poll__answers__text","messages__poll__answers__voters","messages__poll__answers__chosen"
"","","","9419","message","2020-08-24T12:45:00","NEXTA Live","10003210496","","1080","1920","ОМОН на площади Независимости подошёл к людям с национальным флагом. Флаг по итогу убрали. ОМОН ушёл под крики «Трибунал!»","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","78","","","","","","","","",""
"","","","9420","message","2020-08-24T12:45:50","NEXTA Live","10003210496","","1080","1920","На Независимости люди скандируют: «Забастовка!»","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","","","",""
"","","","9421","message","2020-08-24T12:50:41","NEXTA Live","10003210496","","1080","1920","В Фаниполи сейчас проходит автопробег Солидарности.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","","","",""
"","","","9422","message","2020-08-24T12:54:44","NEXTA Live","10003210496","","640","640","В Дзержинске тоже присоединились к автопробегу Солидарности.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","60","","","","","","","","",""
"","","","9423","message","2020-08-24T13:03:10","NEXTA Live","10003210496","","848","464","Люди на площади Независимости здорово отстояли своё право на использование национального флага Беларуси.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","67","","","","","","","","",""
"","","","9424","message","2020-08-24T13:08:26","NEXTA Live","10003210496","","","","","bold","⚡️Ольга Ковалькова, член Координационного Совета, переведена в изолятор на Окрестина.","","","","","","","","","","","","","","",""
"","","","9425","message","2020-08-24T13:09:35","NEXTA Live","10003210496","","1920","1080","Люди скандируют «Ганьба!»","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","46","","","","","","","","",""
"","","","9426","message","2020-08-24T13:13:21","NEXTA Live","10003210496","","480","854","Люди продолжают собираться на Независимости. Число протестующих уже около тысячи человек.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","13","","","","","","","","",""
"","","","9427","message","2020-08-24T13:16:12","NEXTA Live","10003210496","","1280","720","В Гродно сегодня тоже вышли на акцию.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","23","","","","","","","","",""
"","","","9428","message","2020-08-24T13:19:49","NEXTA Live","10003210496","","1920","1080","В Гродно сотрудники милиции пытаются разогнать людей.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","","","","",""
"","","","9429","message","2020-08-24T13:20:04","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1146","672","На Независимости в Минске сейчас так.","","","","","","","","","","","","","","","","",""
"","","","9430","message","2020-08-24T13:24:59","NEXTA Live","10003210496","","1080","1920","На площади царит праздничная атмосфера.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","14","","","","","","","","",""
"","","","9431","message","2020-08-24T13:25:59","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1280","958","Люди зажгли фонарики и поют песню «Тры чарапахі».","","","","","","","","","","","","","","","","",""
"","","","9432","message","2020-08-24T13:29:58","NEXTA Live","10003210496","","1080","1920","И ещё немного танцев!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","18","","","","","","","","",""
"","","","9433","message","2020-08-24T13:33:40","NEXTA Live","10003210496","","640","512","В Гродно продолжают запугивать людей задержаниями.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","9","","","","","","","","",""
"","","","9434","message","2020-08-24T13:38:01","NEXTA Live","10003210496","","1024","576","Около ст. м. Пушкинская люди снова выстроились в цепь Солидарности.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","20","","","","","","","","",""
"","","","9435","message","2020-08-24T13:38:56","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","720","1280","На акции в Гродно задержали молодого парня.","","","","","","","","","","","","","","","","",""
"","","","9436","message","2020-08-24T13:43:36","NEXTA Live","10003210496","","","","Гражданская панихида по Никите Кривцову состоится завтра в Молодечно по адресу: ул. Янки Купалы 50. Начало в 12:30.","","","","","","","","","","9411","","","","","","",""
"","","","9437","message","2020-08-24T13:50:58","NEXTA Live","10003210496","","720","1280","А вот и видео задержания.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","30","","9435","","","","","","",""
"","","","9440","message","2020-08-24T14:04:11","NEXTA Live","10003210496","","720","1280","На Пушкинской пытаются разогнать народ. Но люди продолжают стоять в цепи.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","43","","","","","","","","",""
"","","","9441","message","2020-08-24T14:24:37","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","600","382","❗️В Беларуси в армию начнут призывать «запасников». Как заявляют в так называемом Министерстве обороны, это нужно для оценки способности и готовности воинских частей выполнить задачи «в динамично меняющейся обстановке».\n\n","","","2020-08-24T14:27:59","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","...Ну или чтобы загнать в лапы системы как можно больше людей, а оставшихся на воле кошмарить мифическими «НАТОвскими захватчиками».","","","","","","","","","","","","","","",""
"","","","9442","message","2020-08-24T14:45:46","NEXTA Live","10003210496","","640","360","","bold","Гомофоба Лукашенко и его ОМОНовцев обеляет ЛГБТ-человек? \n\n","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","54","","","LUXTA","","","","","",""
"","","","","","","","","","","","","text_link","Дима Макаренко ака Liftador","","","","","","","https://t.me/luxta_tv/223","","","","","","","",""
"","","","","","","","","","",""," родом из славного Добруша. Раньше знай себе — гействовал, подрабатывал недорогой травести-моделькой в интернетике, рисовал на резиновых членах слово «Иисус», продавал сигны за 100 российских рубасов/штука.\n\nНо тут ему в голову что-то стрельнуло — и началось! Стокгольмский ли это синдром, или может влюбился, или ещё что — ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","сейчас он главный защитник ОМОНовцев и Луки якобы «снизу», от народа","","","","","","","","","","","","","","",""
"","","","","","","","","","","",". Макаренко запустил хештег «ямыбатька», он ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","text_link","сделал каналы в тележке где обеляет карателей","","","","","","","https://t.me/luxta_tv/935?single","","","","","","","",""
"","","","","","","","","","",""," и постит, в том числе, гомофобные мемы. А также пытается собирать вокруг себя искренних сторонников лукашизма — трохи вроде даже получается. \n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","italic","Вот такая се ля ви! Даже и не знаем, кому в этой ситуации больше посочувствовать — самому Диме, у которого окончательно поехал шифер. Или карателям, чьи тылы взялся прикрывать такой вот чувандос. Или может закоренелым совкам с «традиционными ценностями» в голове, которые поверили Димасу и пошли в его команду?","","","","","","","","","","","","","","",""
"","","","9443","message","2020-08-24T14:45:46","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","423","453","","","","","","","","","","","","LUXTA","","","","","",""
"","","","9444","message","2020-08-24T14:45:47","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","606","965","","","","","","","","","","","","LUXTA","","","","","",""
"","","","9445","message","2020-08-24T14:45:47","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","604","453","","","","","","","","","","","","LUXTA","","","","","",""
"","","","9446","message","2020-08-24T14:45:47","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","356","604","","","","","","","","","","","","LUXTA","","","","","",""
"","","","9447","message","2020-08-24T14:50:54","NEXTA Live","10003210496","","1080","1920","«Завтра в 7» — скандируют люди в Бресте и колонной движутся к площади Ленина.","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","25","","","","","","","","",""
"","","","9448","message","2020-08-24T15:14:54","NEXTA Live","10003210496","","640","352","Беларусь поддерживает весь мир! И в подтверждение этому представляем вашему вниманию очередную подборку видео и фото с сегодняшних акций Солидарности из Франции, Турции, Германии, Израиля и Бельгии. Жыве Беларусь!","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","64","","","","","","","","",""
"","","","9449","message","2020-08-24T15:14:55","NEXTA Live","10003210496","","576","320","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","28","","","","","","","","",""
"","","","9450","message","2020-08-24T15:14:55","NEXTA Live","10003210496","","1280","720","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","38","","","","","","","","",""
"","","","9451","message","2020-08-24T15:14:55","NEXTA Live","10003210496","","224","400","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","57","","","","","","","","",""
"","","","9452","message","2020-08-24T15:14:55","NEXTA Live","10003210496","","704","1280","","","","","(File not included. Change data exporting settings to download.)","(File not included. Change data exporting settings to download.)","video_file","video/mp4","308","","","","","","","","",""
"","","","9453","message","2020-08-24T15:14:55","NEXTA Live","10003210496","(File not included. Change data exporting settings to download.)","1080","724","","","","","","","","","","","","","","","","","",""
"","","","9454","message","2020-08-24T15:29:04","NEXTA Live","10003210496","","","","","text_link","​​","","","","","","","https://telegra.ph/file/379f39a4544af4bd7e6b0.jpg","","","","","","","",""
"","","","","","","","","","","","❗️","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","ПРАЗДНИК НЕЗАВИСИМОСТИ!\n\n","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Друзья, надеемся вы успели отдохнуть после вчерашнего ""Марша Новой Беларуси"". Хотим сказать, что ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","на этой неделе будет представлена подробная стратегия","","","","","","","","","","","","","","",""
"","","","","","","","","","","",", в которой будет описан ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","чёткий план","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," действий по возврату власти народу.\n\nА завтра у нас праздник! 25 августа 1991 года патриоты Беларуси (вместе с депутатами БНФ) заставили Верховный Совет проголосовать за Независимость нашей страны.\n\nПримечательно, что тогдашний депутат Александр Лукашенко был одним из немногих, кто воздержался от голосования.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","МИНСК\n\n❗️10:00.","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," Подходим к Следственному Комитету (Фрунзе 19) поддержать члена Координационного Совета Павла Латушко.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","❗️18:00.","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," Собираемся на Площади Независимости и отмечаем историческую дату в жизни нашей страны. Надеемся, что те самые легендарные депутаты также придут и расскажут молодёжи, как это было.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","МОЛОДЕЧНО\n\n❗️ 12:00","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," Несмотря на праздник, не забываем о главном — ","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","ПАМЯТИ","","","","","","","","","","","","","","",""
"","","","","","","","","","","",". По адресу г. Молодечно ул. Янки Купалы 50 состоится прощание с убитым Никитой Кривцовым.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","ОСТАЛЬНЫЕ ГОРОДА\n\n❗️ 18:00.","","","","","","","","","","","","","","",""
"","","","","","","","","","",""," Начинаем празднование Независимости в центре ваших городов. Форматы могут быть любые: митинг, шествия, автопробег, цепочка и т.д. Выбирайте на свой вкус.\n\n","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","bold","ЖДИТЕ ОЧЕНЬ ВАЖНОЕ ОБРАЩЕНИЕ ОТ СВЕТЛАНЫ ТИХАНОВСКОЙ!\n\nЖИЗНЬ","","","","","","","","","","","","","","",""
